,acts,preds,hold_out_loss
0,101143.45096355,99774.65625,29870.419921875
1,101940.75686523998,22607.779296875,29870.419921875
2,99814.99216147664,30318.1640625,29870.419921875
3,99215.02249022252,107690.5703125,29870.419921875
4,97292.75263021,38300.44140625,29870.419921875
5,102665.43912760164,44829.58203125,29870.419921875
6,101813.39561199,12338.802734375,29870.419921875
7,102178.92285156665,103867.8203125,29870.419921875
8,103662.400481775,63091.01953125,29870.419921875
9,100177.839492185,27373.45703125,29870.419921875
10,101679.06794270666,104662.9765625,29870.419921875
11,100192.84326825329,104607.203125,29870.419921875
12,101479.12626301502,109908.328125,29870.419921875
13,103482.02615886623,81186.3671875,29870.419921875
14,104411.15822916669,126098.4453125,29870.419921875
15,103364.46876953793,111450.4609375,29870.419921875
16,104949.02490885666,95494.109375,29870.419921875
17,106925.63084637665,94160.4921875,29870.419921875
18,107770.63898586649,55980.828125,29870.419921875
19,109963.92738282,77904.4375,29870.419921875
20,107865.71760417832,70611.0859375,29870.419921875
21,112382.81138021164,104211.4765625,29870.419921875
22,113248.83041666663,54696.83203125,29870.419921875
23,112515.17766926836,33784.421875,29870.419921875
24,122053.36406249332,85748.34375,29870.419921875
25,121950.87493490164,70599.0078125,29870.419921875
26,125100.15278646669,-0.0,29870.419921875
27,124106.31162759336,88156.40625,29870.419921875
28,137638.40151041336,55492.38671875,29870.419921875
29,133892.686002595,65731.6796875,29870.419921875
30,135370.49764325167,123970.4609375,29870.419921875
31,136708.88149739665,62048.94140625,29870.419921875
32,142098.10226559668,41159.6328125,29870.419921875
33,146892.60743491002,104955.828125,29870.419921875
34,152642.96359375,128810.8125,29870.419921875
35,162779.5511197917,55382.42578125,29870.419921875
36,166839.1691666667,42080.78515625,29870.419921875
37,171200.853515625,124986.7265625,29870.419921875
38,168601.15044270837,74926.4296875,29870.419921875
39,173302.22080729168,149731.6875,29870.419921875
40,170149.85515625,57222.96875,29870.419921875
41,174705.7356640633,127861.0546875,29870.419921875
42,174795.1396751324,77731.34375,29870.419921875
43,176751.85697916665,101556.9921875,29870.419921875
44,177467.49856770833,125001.953125,29870.419921875
45,178343.92195312495,134469.34375,29870.419921875
46,179278.79895833333,61581.94921875,29870.419921875
47,180094.69618954317,118110.703125,29870.419921875
48,189970.90010416665,41197.98828125,29870.419921875
49,186954.4969466146,100324.828125,29870.419921875
50,186145.391875,87159.5546875,29870.419921875
51,195530.300703125,155169.796875,29870.419921875
52,187855.6323958333,104297.1328125,29870.419921875
53,193359.26640625,138499.046875,29870.419921875
54,190723.84338541672,73029.0625,29870.419921875
55,191542.37414196046,104149.390625,29870.419921875
56,188777.67497395835,13217.4384765625,29870.419921875
57,190153.05122395832,169161.015625,29870.419921875
58,191468.62244791663,101084.6171875,29870.419921875
59,188155.63338541664,-0.0,29870.419921875
60,189113.13026041663,173149.78125,29870.419921875
61,184850.42954427085,99855.2421875,29870.419921875
62,188326.99763020832,136527.09375,29870.419921875
