,acts,preds,hold_out_loss
0,101143.45096355,96419.0546875,31533.83984375
1,101940.75686523998,20145.328125,31533.83984375
2,99814.99216147664,26267.296875,31533.83984375
3,99215.02249022252,110774.625,31533.83984375
4,97292.75263021,35090.15625,31533.83984375
5,102665.43912760164,41987.734375,31533.83984375
6,101813.39561199,8635.205078125,31533.83984375
7,102178.92285156665,103564.9921875,31533.83984375
8,103662.400481775,60281.87109375,31533.83984375
9,100177.839492185,25696.24609375,31533.83984375
10,101679.06794270666,106870.6484375,31533.83984375
11,100192.84326825329,107653.3515625,31533.83984375
12,101479.12626301502,109474.7578125,31533.83984375
13,103482.02615886623,76635.3203125,31533.83984375
14,104411.15822916669,129953.03125,31533.83984375
15,103364.46876953793,113186.640625,31533.83984375
16,104949.02490885666,91527.6015625,31533.83984375
17,106925.63084637665,87849.6015625,31533.83984375
18,107770.63898586649,51542.33203125,31533.83984375
19,109963.92738282,72207.1953125,31533.83984375
20,107865.71760417832,67594.171875,31533.83984375
21,112382.81138021164,107311.53125,31533.83984375
22,113248.83041666663,52968.7109375,31533.83984375
23,112515.17766926836,31112.75390625,31533.83984375
24,122053.36406249332,82800.703125,31533.83984375
25,121950.87493490164,64940.24609375,31533.83984375
26,125100.15278646669,-0.0,31533.83984375
27,124106.31162759336,81507.7890625,31533.83984375
28,137638.40151041336,51784.3125,31533.83984375
29,133892.686002595,61250.71484375,31533.83984375
30,135370.49764325167,126013.6875,31533.83984375
31,136708.88149739665,58207.03515625,31533.83984375
32,142098.10226559668,36948.4609375,31533.83984375
33,146892.60743491002,103647.078125,31533.83984375
34,152642.96359375,133442.4375,31533.83984375
35,162779.5511197917,49915.19921875,31533.83984375
36,166839.1691666667,36750.66796875,31533.83984375
37,171200.853515625,125670.453125,31533.83984375
38,168601.15044270837,68803.3125,31533.83984375
39,173302.22080729168,152554.765625,31533.83984375
40,170149.85515625,53442.859375,31533.83984375
41,174705.7356640633,128824.8046875,31533.83984375
42,174795.1396751324,73148.5,31533.83984375
43,176751.85697916665,98395.359375,31533.83984375
44,177467.49856770833,116673.9140625,31533.83984375
45,178343.92195312495,136884.25,31533.83984375
46,179278.79895833333,55926.9609375,31533.83984375
47,180094.69618954317,112970.1640625,31533.83984375
48,189970.90010416665,36977.63671875,31533.83984375
49,186954.4969466146,95694.359375,31533.83984375
50,186145.391875,81306.03125,31533.83984375
51,195530.300703125,158208.8125,31533.83984375
52,187855.6323958333,97200.234375,31533.83984375
53,193359.26640625,132328.15625,31533.83984375
54,190723.84338541672,67137.3828125,31533.83984375
55,191542.37414196046,97273.96875,31533.83984375
56,188777.67497395835,7177.826171875,31533.83984375
57,190153.05122395832,176156.171875,31533.83984375
58,191468.62244791663,92637.6171875,31533.83984375
59,188155.63338541664,-0.0,31533.83984375
60,189113.13026041663,172271.65625,31533.83984375
61,184850.42954427085,91392.90625,31533.83984375
62,188326.99763020832,130587.4140625,31533.83984375
63,189329.40776041668,156409.21875,31533.83984375
64,182173.56197916664,635.6552124023438,31533.83984375
65,186075.1203125,176051.953125,31533.83984375
66,180874.98345012887,177143.609375,31533.83984375
67,178947.00130208328,27668.67578125,31533.83984375
68,175138.47966145835,165101.65625,31533.83984375
69,175501.0471875,158766.3125,31533.83984375
70,171377.90520833337,77775.7265625,31533.83984375
71,171709.30518229163,213977.75,31533.83984375
72,165606.1180208333,189313.359375,31533.83984375
73,165197.6352799479,116154.5546875,31533.83984375
74,165169.35341145835,174157.25,31533.83984375
75,165000.70929036458,-0.0,31533.83984375
76,164174.38908854168,157473.90625,31533.83984375
77,162222.61778645837,154332.59375,31533.83984375
78,170168.28226562493,202293.59375,31533.83984375
79,171738.09705729163,133168.125,31533.83984375
80,175486.716171875,53332.43359375,31533.83984375
81,176497.45947916663,205923.03125,31533.83984375
82,180908.36239583328,130225.8828125,31533.83984375
83,181488.4648177084,59736.41796875,31533.83984375
84,197917.53607253087,261034.546875,31533.83984375
85,196532.89557291663,263624.5,31533.83984375
86,187991.79302083328,74291.984375,31533.83984375
87,188969.22708333333,266731.84375,31533.83984375
88,186840.45385416667,136622.15625,31533.83984375
89,191653.14661458333,241965.0625,31533.83984375
90,193183.77135416667,314949.0,31533.83984375
91,184758.12244791663,130248.53125,31533.83984375
92,178937.4003125,174614.75,31533.83984375
93,180694.01619791667,138922.0625,31533.83984375
94,180773.598125,92579.0,31533.83984375
95,176479.60436197915,227337.0,31533.83984375
96,176024.40177083333,80584.0859375,31533.83984375
97,173655.2090625,138987.578125,31533.83984375
98,177743.75270833337,86360.765625,31533.83984375
99,167421.09692708333,139514.5,31533.83984375
100,165783.27875,190847.734375,31533.83984375
101,165809.37682291667,121579.375,31533.83984375
102,167506.73786458332,159928.828125,31533.83984375
103,170578.38067708333,149262.296875,31533.83984375
104,170185.35666666663,27508.50390625,31533.83984375
105,174822.06125,195147.6875,31533.83984375
106,179347.77864583337,135410.015625,31533.83984375
107,176813.5673828125,226188.125,31533.83984375
108,178965.4003125,72628.46875,31533.83984375
109,180954.50333333333,32797.33984375,31533.83984375
110,183257.38791666663,73567.4453125,31533.83984375
111,174420.57463541668,130138.828125,31533.83984375
112,169076.10333333333,267234.53125,31533.83984375
113,172515.48854166668,126832.1015625,31533.83984375
114,175740.4730208333,-0.0,31533.83984375
115,181097.56458333333,143877.578125,31533.83984375
116,180380.5806770833,253888.328125,31533.83984375
117,182334.82328125,193373.765625,31533.83984375
118,182504.01109375,218383.40625,31533.83984375
119,184720.80553385415,176216.734375,31533.83984375
120,183139.758125,251304.375,31533.83984375
121,178431.27265625,127827.4140625,31533.83984375
122,182826.30828125,113520.5625,31533.83984375
123,184339.70010416667,201755.046875,31533.83984375
124,183839.61083333328,200914.9375,31533.83984375
125,186191.65510416665,225622.71875,31533.83984375
126,182956.02416666667,168656.5625,31533.83984375
127,183957.20109375,116400.2578125,31533.83984375
128,184657.98489583333,115318.3828125,31533.83984375
129,186632.2190625,183947.96875,31533.83984375
130,184932.90463541663,203122.6875,31533.83984375
131,192019.412890625,185132.515625,31533.83984375
132,188301.07328125,-0.0,31533.83984375
133,192530.10692708328,216760.515625,31533.83984375
134,185913.284375,25378.35546875,31533.83984375
135,170838.67328125,74290.921875,31533.83984375
136,166732.64020833332,144454.640625,31533.83984375
137,166634.41005208335,75093.6015625,31533.83984375
138,166715.87802083333,174782.875,31533.83984375
139,160800.34713541667,106980.6328125,31533.83984375
140,164899.09927083337,140160.796875,31533.83984375
141,164974.10270833335,44588.3671875,31533.83984375
142,165586.94244791663,71156.953125,31533.83984375
143,161734.55345052082,84828.3515625,31533.83984375
144,163535.74989583335,224530.34375,31533.83984375
145,168411.07479166667,97584.5078125,31533.83984375
146,157493.95046875,17950.904296875,31533.83984375
147,156637.54875,66070.8515625,31533.83984375
148,152934.86376463211,27534.263671875,31533.83984375
149,156834.20885416667,89387.9765625,31533.83984375
150,153689.4527604167,123748.40625,31533.83984375
151,152000.15984375,133022.671875,31533.83984375
152,151892.03125,134968.96875,31533.83984375
153,153553.2096875,47060.6171875,31533.83984375
154,155544.99036458333,155125.203125,31533.83984375
155,157518.716015625,160114.828125,31533.83984375
156,155705.6175520833,143217.796875,31533.83984375
157,154298.1653125,23632.935546875,31533.83984375
158,157402.23151041663,104987.0390625,31533.83984375
159,153510.354375,64001.0546875,31533.83984375
160,150783.85010416663,151232.734375,31533.83984375
161,150552.4315625,121267.28125,31533.83984375
162,146923.31229166663,65444.65625,31533.83984375
163,142137.55104166668,112492.8984375,31533.83984375
164,148023.0934375,27969.748046875,31533.83984375
165,147029.7503645833,119603.5078125,31533.83984375
166,147995.30848958335,43778.078125,31533.83984375
167,140062.648828125,116511.765625,31533.83984375
168,141175.69109375,101236.5078125,31533.83984375
169,132021.80669271332,90786.0859375,31533.83984375
170,135494.69015625,59503.78515625,31533.83984375
171,133302.11153643005,48219.30078125,31533.83984375
172,129689.3043739766,805.4439086914062,31533.83984375
173,131483.17770832335,123084.7578125,31533.83984375
174,131663.98143230993,74714.8046875,31533.83984375
175,130384.88916665336,-0.0,31533.83984375
176,130481.92299479664,142643.21875,31533.83984375
177,131177.13442708337,53439.59375,31533.83984375
178,132617.48486978665,93665.5703125,31533.83984375
179,129733.44752604164,95300.1796875,31533.83984375
180,128558.13489585002,99585.8515625,31533.83984375
181,129103.19348956006,80971.46875,31533.83984375
182,124857.06065103,134176.984375,31533.83984375
183,125493.85864583332,109327.109375,31533.83984375
184,131153.31684895663,99680.6328125,31533.83984375
185,124748.53247395669,9952.0341796875,31533.83984375
186,123986.66526040336,112569.6015625,31533.83984375
187,125116.79802082668,122942.7421875,31533.83984375
188,118957.62664066332,47364.48046875,31533.83984375
189,121684.53669272664,53583.6875,31533.83984375
190,124405.44653646332,22421.662109375,31533.83984375
191,122919.6127278417,95281.6484375,31533.83984375
192,124399.69205728002,180495.71875,31533.83984375
193,129118.03502602672,109490.4921875,31533.83984375
194,124435.58065103668,74151.453125,31533.83984375
195,121604.97471356332,4150.943359375,31533.83984375
196,122686.31691576926,109056.734375,31533.83984375
197,121011.71088544662,12389.90234375,31533.83984375
198,119433.47786458331,33211.609375,31533.83984375
199,121992.82190104664,82596.953125,31533.83984375
200,117729.23598957335,119065.1953125,31533.83984375
