,acts,preds,hold_out_loss
0,101143.45096355,99778.1328125,29879.982421875
1,101940.75686523998,22589.80859375,29879.982421875
2,99814.99216147664,30293.513671875,29879.982421875
3,99215.02249022252,107721.9921875,29879.982421875
4,97292.75263021,38280.87890625,29879.982421875
5,102665.43912760164,44810.3125,29879.982421875
6,101813.39561199,12309.0419921875,29879.982421875
7,102178.92285156665,103884.78125,29879.982421875
8,103662.400481775,63074.91015625,29879.982421875
9,100177.839492185,27363.533203125,29879.982421875
10,101679.06794270666,104690.765625,29879.982421875
11,100192.84326825329,104643.359375,29879.982421875
12,101479.12626301502,109924.1171875,29879.982421875
13,103482.02615886623,81157.921875,29879.982421875
14,104411.15822916669,126134.3671875,29879.982421875
15,103364.46876953793,111473.9375,29879.982421875
16,104949.02490885666,95476.8125,29879.982421875
17,106925.63084637665,94122.5703125,29879.982421875
18,107770.63898586649,55955.97265625,29879.982421875
19,109963.92738282,77870.1328125,29879.982421875
20,107865.71760417832,70598.5390625,29879.982421875
21,112382.81138021164,104241.7265625,29879.982421875
22,113248.83041666663,54685.875,29879.982421875
23,112515.17766926836,33767.8203125,29879.982421875
24,122053.36406249332,85730.3984375,29879.982421875
25,121950.87493490164,70561.7734375,29879.982421875
26,125100.15278646669,-0.0,29879.982421875
27,124106.31162759336,88114.171875,29879.982421875
28,137638.40151041336,55468.9921875,29879.982421875
29,133892.686002595,65702.9140625,29879.982421875
30,135370.49764325167,123987.7734375,29879.982421875
31,136708.88149739665,62023.3359375,29879.982421875
32,142098.10226559668,41128.53125,29879.982421875
33,146892.60743491002,104956.71875,29879.982421875
34,152642.96359375,128850.359375,29879.982421875
35,162779.5511197917,55343.94140625,29879.982421875
36,166839.1691666667,42044.01953125,29879.982421875
37,171200.853515625,125001.7421875,29879.982421875
38,168601.15044270837,74886.4140625,29879.982421875
39,173302.22080729168,149757.90625,29879.982421875
40,170149.85515625,57199.69140625,29879.982421875
41,174705.7356640633,127875.1640625,29879.982421875
42,174795.1396751324,77703.7578125,29879.982421875
43,176751.85697916665,101539.078125,29879.982421875
44,177467.49856770833,124971.90625,29879.982421875
45,178343.92195312495,134501.1875,29879.982421875
46,179278.79895833333,61547.8671875,29879.982421875
47,180094.69618954317,118091.953125,29879.982421875
48,189970.90010416665,41171.01953125,29879.982421875
49,186954.4969466146,100291.8828125,29879.982421875
50,186145.391875,87121.1953125,29879.982421875
51,195530.300703125,155201.5,29879.982421875
52,187855.6323958333,104247.5703125,29879.982421875
53,193359.26640625,138464.40625,29879.982421875
54,190723.84338541672,72994.265625,29879.982421875
55,191542.37414196046,104105.8828125,29879.982421875
56,188777.67497395835,13181.640625,29879.982421875
57,190153.05122395832,169217.78125,29879.982421875
58,191468.62244791663,101032.328125,29879.982421875
59,188155.63338541664,-0.0,29879.982421875
60,189113.13026041663,173164.765625,29879.982421875
61,184850.42954427085,99799.796875,29879.982421875
62,188326.99763020832,136493.0625,29879.982421875
63,189329.40776041668,160439.484375,29879.982421875
64,182173.56197916664,7817.31689453125,29879.982421875
65,186075.1203125,173363.5,29879.982421875
66,180874.98345012887,177665.6875,29879.982421875
67,178947.00130208328,29419.59375,29879.982421875
68,175138.47966145835,170585.234375,29879.982421875
69,175501.0471875,159622.390625,29879.982421875
70,171377.90520833337,84105.546875,29879.982421875
71,171709.30518229163,212370.640625,29879.982421875
72,165606.1180208333,186192.3125,29879.982421875
73,165197.6352799479,124014.640625,29879.982421875
74,165169.35341145835,173949.125,29879.982421875
75,165000.70929036458,-0.0,29879.982421875
76,164174.38908854168,160123.140625,29879.982421875
77,162222.61778645837,154881.375,29879.982421875
78,170168.28226562493,199149.96875,29879.982421875
79,171738.09705729163,142555.453125,29879.982421875
80,175486.716171875,54733.40625,29879.982421875
81,176497.45947916663,204703.3125,29879.982421875
82,180908.36239583328,138295.65625,29879.982421875
83,181488.4648177084,68003.3203125,29879.982421875
84,197917.53607253087,257209.5625,29879.982421875
85,196532.89557291663,261744.828125,29879.982421875
86,187991.79302083328,81230.984375,29879.982421875
87,188969.22708333333,260757.015625,29879.982421875
88,186840.45385416667,140731.453125,29879.982421875
89,191653.14661458333,236257.09375,29879.982421875
90,193183.77135416667,312819.28125,29879.982421875
91,184758.12244791663,136112.203125,29879.982421875
92,178937.4003125,173677.703125,29879.982421875
93,180694.01619791667,145947.359375,29879.982421875
94,180773.598125,96517.015625,29879.982421875
95,176479.60436197915,220893.734375,29879.982421875
96,176024.40177083333,85886.3046875,29879.982421875
97,173655.2090625,146174.90625,29879.982421875
98,177743.75270833337,91998.2734375,29879.982421875
99,167421.09692708333,142762.734375,29879.982421875
100,165783.27875,188421.921875,29879.982421875
101,165809.37682291667,129948.1171875,29879.982421875
102,167506.73786458332,168400.578125,29879.982421875
103,170578.38067708333,157994.734375,29879.982421875
104,170185.35666666663,36642.1484375,29879.982421875
105,174822.06125,198508.453125,29879.982421875
106,179347.77864583337,145175.890625,29879.982421875
107,176813.5673828125,220987.78125,29879.982421875
108,178965.4003125,77191.21875,29879.982421875
109,180954.50333333333,40935.41796875,29879.982421875
110,183257.38791666663,79435.3984375,29879.982421875
111,174420.57463541668,133388.625,29879.982421875
112,169076.10333333333,261978.421875,29879.982421875
113,172515.48854166668,133012.453125,29879.982421875
114,175740.4730208333,-0.0,29879.982421875
115,181097.56458333333,156448.6875,29879.982421875
116,180380.5806770833,247316.671875,29879.982421875
117,182334.82328125,199577.1875,29879.982421875
118,182504.01109375,214443.53125,29879.982421875
119,184720.80553385415,181806.21875,29879.982421875
120,183139.758125,247481.6875,29879.982421875
121,178431.27265625,137885.640625,29879.982421875
122,182826.30828125,124044.7890625,29879.982421875
123,184339.70010416667,197773.421875,29879.982421875
124,183839.61083333328,196381.203125,29879.982421875
125,186191.65510416665,225635.09375,29879.982421875
126,182956.02416666667,172675.984375,29879.982421875
127,183957.20109375,126642.234375,29879.982421875
128,184657.98489583333,119540.21875,29879.982421875
129,186632.2190625,181244.8125,29879.982421875
130,184932.90463541663,199895.96875,29879.982421875
131,192019.412890625,180701.15625,29879.982421875
132,188301.07328125,-0.0,29879.982421875
133,192530.10692708328,214851.828125,29879.982421875
134,185913.284375,31124.646484375,29879.982421875
135,170838.67328125,81805.2421875,29879.982421875
136,166732.64020833332,149452.171875,29879.982421875
137,166634.41005208335,82929.328125,29879.982421875
138,166715.87802083333,177117.671875,29879.982421875
139,160800.34713541667,110056.7734375,29879.982421875
140,164899.09927083337,146203.53125,29879.982421875
141,164974.10270833335,49075.5078125,29879.982421875
142,165586.94244791663,76396.2578125,29879.982421875
143,161734.55345052082,87990.9921875,29879.982421875
144,163535.74989583335,225151.46875,29879.982421875
145,168411.07479166667,101518.9921875,29879.982421875
146,157493.95046875,24815.8359375,29879.982421875
147,156637.54875,70790.5625,29879.982421875
148,152934.86376463211,31808.701171875,29879.982421875
149,156834.20885416667,95229.484375,29879.982421875
150,153689.4527604167,126732.578125,29879.982421875
151,152000.15984375,133780.078125,29879.982421875
152,151892.03125,137505.171875,29879.982421875
153,153553.2096875,55721.78515625,29879.982421875
154,155544.99036458333,151410.984375,29879.982421875
155,157518.716015625,158515.890625,29879.982421875
156,155705.6175520833,143371.859375,29879.982421875
157,154298.1653125,28364.62890625,29879.982421875
158,157402.23151041663,108808.4375,29879.982421875
159,153510.354375,70253.9453125,29879.982421875
160,150783.85010416663,148449.15625,29879.982421875
161,150552.4315625,123441.359375,29879.982421875
162,146923.31229166663,67271.4375,29879.982421875
163,142137.55104166668,114358.953125,29879.982421875
164,148023.0934375,31878.33203125,29879.982421875
165,147029.7503645833,119375.7890625,29879.982421875
166,147995.30848958335,47368.51171875,29879.982421875
167,140062.648828125,116513.7265625,29879.982421875
168,141175.69109375,104482.1953125,29879.982421875
169,132021.80669271332,95169.65625,29879.982421875
170,135494.69015625,64168.6171875,29879.982421875
171,133302.11153643005,53576.6328125,29879.982421875
172,129689.3043739766,4769.22509765625,29879.982421875
173,131483.17770832335,119468.5,29879.982421875
