,acts,preds,hold_out_loss
0,101143.45096355,29606.66796875,63843.33203125
1,101940.75686523998,-0.0,63843.33203125
2,99814.99216147664,-0.0,63843.33203125
3,99215.02249022252,39203.20703125,63843.33203125
4,97292.75263021,-0.0,63843.33203125
5,102665.43912760164,8634.2099609375,63843.33203125
6,101813.39561199,-0.0,63843.33203125
7,102178.92285156665,29710.171875,63843.33203125
8,103662.400481775,14719.0654296875,63843.33203125
9,100177.839492185,13324.556640625,63843.33203125
10,101679.06794270666,19125.509765625,63843.33203125
11,100192.84326825329,26193.287109375,63843.33203125
12,101479.12626301502,15928.94921875,63843.33203125
13,103482.02615886623,10944.123046875,63843.33203125
14,104411.15822916669,41755.2421875,63843.33203125
15,103364.46876953793,33091.0234375,63843.33203125
16,104949.02490885666,21874.5234375,63843.33203125
17,106925.63084637665,12731.16796875,63843.33203125
18,107770.63898586649,-0.0,63843.33203125
19,109963.92738282,2630.855712890625,63843.33203125
20,107865.71760417832,9825.634765625,63843.33203125
21,112382.81138021164,37539.7890625,63843.33203125
22,113248.83041666663,-0.0,63843.33203125
23,112515.17766926836,-0.0,63843.33203125
24,122053.36406249332,18450.73828125,63843.33203125
25,121950.87493490164,12130.5576171875,63843.33203125
26,125100.15278646669,-0.0,63843.33203125
27,124106.31162759336,857.3365478515625,63843.33203125
28,137638.40151041336,14258.8544921875,63843.33203125
29,133892.686002595,-0.0,63843.33203125
30,135370.49764325167,39171.25,63843.33203125
31,136708.88149739665,5060.7490234375,63843.33203125
32,142098.10226559668,3502.8056640625,63843.33203125
33,146892.60743491002,40862.09375,63843.33203125
34,152642.96359375,34072.1328125,63843.33203125
35,162779.5511197917,-0.0,63843.33203125
36,166839.1691666667,-0.0,63843.33203125
37,171200.853515625,22797.125,63843.33203125
38,168601.15044270837,3839.623046875,63843.33203125
39,173302.22080729168,42503.03515625,63843.33203125
40,170149.85515625,5599.7255859375,63843.33203125
41,174705.7356640633,43459.0078125,63843.33203125
42,174795.1396751324,11832.9384765625,63843.33203125
43,176751.85697916665,29315.126953125,63843.33203125
44,177467.49856770833,22507.57421875,63843.33203125
45,178343.92195312495,48258.01171875,63843.33203125
46,179278.79895833333,6565.7724609375,63843.33203125
47,180094.69618954317,9291.4169921875,63843.33203125
48,189970.90010416665,2093.290771484375,63843.33203125
49,186954.4969466146,16368.65625,63843.33203125
50,186145.391875,8689.71484375,63843.33203125
