,acts,preds,hold_out_loss
0,101143.45096355,50985.68359375,51106.61328125
1,101940.75686523998,-0.0,51106.61328125
2,99814.99216147664,-0.0,51106.61328125
3,99215.02249022252,69977.03125,51106.61328125
4,97292.75263021,5815.166015625,51106.61328125
5,102665.43912760164,17982.818359375,51106.61328125
6,101813.39561199,-0.0,51106.61328125
7,102178.92285156665,55215.0625,51106.61328125
8,103662.400481775,30885.642578125,51106.61328125
9,100177.839492185,13585.091796875,51106.61328125
10,101679.06794270666,55514.9296875,51106.61328125
11,100192.84326825329,58083.8125,51106.61328125
12,101479.12626301502,45370.11328125,51106.61328125
13,103482.02615886623,28289.150390625,51106.61328125
14,104411.15822916669,81280.8203125,51106.61328125
15,103364.46876953793,61601.5859375,51106.61328125
16,104949.02490885666,49975.8203125,51106.61328125
17,106925.63084637665,34591.25,51106.61328125
18,107770.63898586649,8907.7568359375,51106.61328125
19,109963.92738282,22228.234375,51106.61328125
20,107865.71760417832,28279.259765625,51106.61328125
21,112382.81138021164,63823.859375,51106.61328125
22,113248.83041666663,19806.09765625,51106.61328125
23,112515.17766926836,7954.71435546875,51106.61328125
24,122053.36406249332,41839.18359375,51106.61328125
25,121950.87493490164,25182.630859375,51106.61328125
26,125100.15278646669,-0.0,51106.61328125
27,124106.31162759336,24826.189453125,51106.61328125
28,137638.40151041336,27103.80078125,51106.61328125
29,133892.686002595,9148.0048828125,51106.61328125
30,135370.49764325167,78817.484375,51106.61328125
31,136708.88149739665,20452.548828125,51106.61328125
32,142098.10226559668,16639.251953125,51106.61328125
33,146892.60743491002,70951.9453125,51106.61328125
34,152642.96359375,79201.609375,51106.61328125
35,162779.5511197917,12421.7724609375,51106.61328125
36,166839.1691666667,3084.472412109375,51106.61328125
37,171200.853515625,66137.7890625,51106.61328125
38,168601.15044270837,22489.861328125,51106.61328125
39,173302.22080729168,95442.3984375,51106.61328125
40,170149.85515625,23891.1875,51106.61328125
41,174705.7356640633,75031.8828125,51106.61328125
42,174795.1396751324,30898.62109375,51106.61328125
43,176751.85697916665,51338.7890625,51106.61328125
44,177467.49856770833,47093.60546875,51106.61328125
45,178343.92195312495,81613.6953125,51106.61328125
46,179278.79895833333,18142.689453125,51106.61328125
47,180094.69618954317,44092.2421875,51106.61328125
48,189970.90010416665,7608.70458984375,51106.61328125
49,186954.4969466146,44782.875,51106.61328125
50,186145.391875,33993.640625,51106.61328125
51,195530.300703125,86275.0234375,51106.61328125
52,187855.6323958333,50095.23046875,51106.61328125
