,acts,preds,hold_out_loss
0,101143.45096355,99773.7421875,29868.513671875
1,101940.75686523998,22611.42578125,29868.513671875
2,99814.99216147664,30323.0859375,29868.513671875
3,99215.02249022252,107684.2421875,29868.513671875
4,97292.75263021,38304.35546875,29868.513671875
5,102665.43912760164,44833.4296875,29868.513671875
6,101813.39561199,12344.7646484375,29868.513671875
7,102178.92285156665,103864.359375,29868.513671875
8,103662.400481775,63094.171875,29868.513671875
9,100177.839492185,27375.38671875,29868.513671875
10,101679.06794270666,104657.3203125,29868.513671875
11,100192.84326825329,104599.921875,29868.513671875
12,101479.12626301502,109905.109375,29868.513671875
13,103482.02615886623,81192.0390625,29868.513671875
14,104411.15822916669,126091.21875,29868.513671875
15,103364.46876953793,111445.765625,29868.513671875
16,104949.02490885666,95497.484375,29868.513671875
17,106925.63084637665,94168.046875,29868.513671875
18,107770.63898586649,55985.828125,29868.513671875
19,109963.92738282,77911.3046875,29868.513671875
20,107865.71760417832,70613.5625,29868.513671875
21,112382.81138021164,104205.4296875,29868.513671875
22,113248.83041666663,54699.046875,29868.513671875
23,112515.17766926836,33787.74609375,29868.513671875
24,122053.36406249332,85751.9453125,29868.513671875
25,121950.87493490164,70606.484375,29868.513671875
26,125100.15278646669,-0.0,29868.513671875
27,124106.31162759336,88164.8984375,29868.513671875
28,137638.40151041336,55497.09765625,29868.513671875
29,133892.686002595,65737.5078125,29868.513671875
30,135370.49764325167,123967.0390625,29868.513671875
31,136708.88149739665,62054.1171875,29868.513671875
32,142098.10226559668,41165.875,29868.513671875
33,146892.60743491002,104955.6796875,29868.513671875
34,152642.96359375,128802.9140625,29868.513671875
35,162779.5511197917,55390.21875,29868.513671875
36,166839.1691666667,42088.1796875,29868.513671875
37,171200.853515625,124983.734375,29868.513671875
38,168601.15044270837,74934.4765625,29868.513671875
39,173302.22080729168,149726.46875,29868.513671875
40,170149.85515625,57227.59375,29868.513671875
41,174705.7356640633,127858.25,29868.513671875
42,174795.1396751324,77736.859375,29868.513671875
43,176751.85697916665,101560.53125,29868.513671875
44,177467.49856770833,125007.6875,29868.513671875
45,178343.92195312495,134462.890625,29868.513671875
46,179278.79895833333,61588.73046875,29868.513671875
47,180094.69618954317,118114.359375,29868.513671875
48,189970.90010416665,41203.33203125,29868.513671875
49,186954.4969466146,100331.453125,29868.513671875
50,186145.391875,87167.1953125,29868.513671875
51,195530.300703125,155163.40625,29868.513671875
52,187855.6323958333,104307.03125,29868.513671875
53,193359.26640625,138505.9375,29868.513671875
54,190723.84338541672,73036.03125,29868.513671875
55,191542.37414196046,104158.078125,29868.513671875
56,188777.67497395835,13224.548828125,29868.513671875
57,190153.05122395832,169149.625,29868.513671875
58,191468.62244791663,101095.09375,29868.513671875
59,188155.63338541664,-0.0,29868.513671875
60,189113.13026041663,173146.734375,29868.513671875
61,184850.42954427085,99866.3515625,29868.513671875
62,188326.99763020832,136533.84375,29868.513671875
63,189329.40776041668,160428.046875,29868.513671875
64,182173.56197916664,7878.93408203125,29868.513671875
65,186075.1203125,173312.546875,29868.513671875
66,180874.98345012887,177660.109375,29868.513671875
67,178947.00130208328,29429.8046875,29868.513671875
68,175138.47966145835,170596.96875,29868.513671875
69,175501.0471875,159585.96875,29868.513671875
70,171377.90520833337,84148.578125,29868.513671875
71,171709.30518229163,212343.125,29868.513671875
72,165606.1180208333,186163.921875,29868.513671875
73,165197.6352799479,124064.515625,29868.513671875
74,165169.35341145835,173925.015625,29868.513671875
75,165000.70929036458,-0.0,29868.513671875
76,164174.38908854168,160098.875,29868.513671875
77,162222.61778645837,154852.3125,29868.513671875
78,170168.28226562493,199111.734375,29868.513671875
79,171738.09705729163,142616.890625,29868.513671875
80,175486.716171875,54735.4140625,29868.513671875
81,176497.45947916663,204676.171875,29868.513671875
82,180908.36239583328,138361.5625,29868.513671875
83,181488.4648177084,68063.796875,29868.513671875
84,197917.53607253087,257149.9375,29868.513671875
85,196532.89557291663,261731.703125,29868.513671875
86,187991.79302083328,81280.2421875,29868.513671875
87,188969.22708333333,260685.921875,29868.513671875
88,186840.45385416667,140749.265625,29868.513671875
89,191653.14661458333,236203.5625,29868.513671875
90,193183.77135416667,312786.09375,29868.513671875
91,184758.12244791663,136145.90625,29868.513671875
92,178937.4003125,173640.328125,29868.513671875
93,180694.01619791667,145998.796875,29868.513671875
94,180773.598125,96541.203125,29868.513671875
95,176479.60436197915,220817.015625,29868.513671875
96,176024.40177083333,85920.53125,29868.513671875
97,173655.2090625,146217.34375,29868.513671875
98,177743.75270833337,92040.6953125,29868.513671875
99,167421.09692708333,142770.703125,29868.513671875
100,165783.27875,188390.109375,29868.513671875
101,165809.37682291667,130016.140625,29868.513671875
