,acts,preds,hold_out_loss
0,101143.45096355,99778.5859375,29881.87890625
1,101940.75686523998,22586.25390625,29881.87890625
2,99814.99216147664,30288.55859375,29881.87890625
3,99215.02249022252,107728.3125,29881.87890625
4,97292.75263021,38276.9609375,29881.87890625
5,102665.43912760164,44806.44921875,29881.87890625
6,101813.39561199,12303.1181640625,29881.87890625
7,102178.92285156665,103888.046875,29881.87890625
8,103662.400481775,63071.66796875,29881.87890625
9,100177.839492185,27361.537109375,29881.87890625
10,101679.06794270666,104696.3046875,29881.87890625
11,100192.84326825329,104650.546875,29881.87890625
12,101479.12626301502,109927.2578125,29881.87890625
13,103482.02615886623,81152.2578125,29881.87890625
14,104411.15822916669,126141.6328125,29881.87890625
15,103364.46876953793,111478.6484375,29881.87890625
16,104949.02490885666,95473.3125,29881.87890625
17,106925.63084637665,94114.984375,29881.87890625
18,107770.63898586649,55951.02734375,29881.87890625
19,109963.92738282,77863.3359375,29881.87890625
20,107865.71760417832,70596.03125,29881.87890625
21,112382.81138021164,104247.84375,29881.87890625
22,113248.83041666663,54683.7109375,29881.87890625
23,112515.17766926836,33764.51171875,29881.87890625
24,122053.36406249332,85726.8984375,29881.87890625
25,121950.87493490164,70554.3671875,29881.87890625
26,125100.15278646669,-0.0,29881.87890625
27,124106.31162759336,88105.734375,29881.87890625
28,137638.40151041336,55464.2890625,29881.87890625
29,133892.686002595,65697.2109375,29881.87890625
30,135370.49764325167,123991.2421875,29881.87890625
31,136708.88149739665,62018.265625,29881.87890625
32,142098.10226559668,41122.34765625,29881.87890625
33,146892.60743491002,104956.8984375,29881.87890625
34,152642.96359375,128858.3203125,29881.87890625
35,162779.5511197917,55336.328125,29881.87890625
36,166839.1691666667,42036.71484375,29881.87890625
37,171200.853515625,125004.7734375,29881.87890625
38,168601.15044270837,74878.46875,29881.87890625
39,173302.22080729168,149763.203125,29881.87890625
40,170149.85515625,57195.0625,29881.87890625
41,174705.7356640633,127878.078125,29881.87890625
42,174795.1396751324,77698.265625,29881.87890625
43,176751.85697916665,101535.546875,29881.87890625
44,177467.49856770833,124965.7421875,29881.87890625
45,178343.92195312495,134507.609375,29881.87890625
46,179278.79895833333,61541.0859375,29881.87890625
47,180094.69618954317,118088.2109375,29881.87890625
48,189970.90010416665,41165.640625,29881.87890625
49,186954.4969466146,100285.375,29881.87890625
50,186145.391875,87113.578125,29881.87890625
51,195530.300703125,155207.890625,29881.87890625
52,187855.6323958333,104237.7109375,29881.87890625
53,193359.26640625,138457.515625,29881.87890625
54,190723.84338541672,72987.359375,29881.87890625
55,191542.37414196046,104097.203125,29881.87890625
56,188777.67497395835,13174.474609375,29881.87890625
57,190153.05122395832,169229.25,29881.87890625
58,191468.62244791663,101021.9453125,29881.87890625
59,188155.63338541664,-0.0,29881.87890625
60,189113.13026041663,173167.765625,29881.87890625
61,184850.42954427085,99788.765625,29881.87890625
62,188326.99763020832,136486.34375,29881.87890625
63,189329.40776041668,160441.15625,29881.87890625
64,182173.56197916664,7807.04736328125,29881.87890625
65,186075.1203125,173372.0,29881.87890625
