,acts,preds,hold_out_loss
0,101143.45096355,99772.1015625,29865.552734375
1,101940.75686523998,22617.12890625,29865.552734375
2,99814.99216147664,30330.7578125,29865.552734375
3,99215.02249022252,107674.5,29865.552734375
4,97292.75263021,38310.44921875,29865.552734375
5,102665.43912760164,44839.4609375,29865.552734375
6,101813.39561199,12354.0546875,29865.552734375
7,102178.92285156665,103858.9921875,29865.552734375
8,103662.400481775,63099.1640625,29865.552734375
9,100177.839492185,27378.361328125,29865.552734375
10,101679.06794270666,104648.71875,29865.552734375
11,100192.84326825329,104588.5625,29865.552734375
12,101479.12626301502,109900.2421875,29865.552734375
13,103482.02615886623,81200.953125,29865.552734375
14,104411.15822916669,126080.078125,29865.552734375
15,103364.46876953793,111438.4765625,29865.552734375
16,104949.02490885666,95502.65625,29865.552734375
17,106925.63084637665,94179.8125,29865.552734375
18,107770.63898586649,55993.46875,29865.552734375
19,109963.92738282,77921.984375,29865.552734375
20,107865.71760417832,70617.328125,29865.552734375
21,112382.81138021164,104196.0234375,29865.552734375
22,113248.83041666663,54702.43359375,29865.552734375
23,112515.17766926836,33792.875,29865.552734375
24,122053.36406249332,85757.609375,29865.552734375
25,121950.87493490164,70618.1484375,29865.552734375
26,125100.15278646669,-0.0,29865.552734375
27,124106.31162759336,88178.0546875,29865.552734375
28,137638.40151041336,55504.33203125,29865.552734375
29,133892.686002595,65746.5390625,29865.552734375
30,135370.49764325167,123961.7578125,29865.552734375
31,136708.88149739665,62062.171875,29865.552734375
32,142098.10226559668,41175.55078125,29865.552734375
33,146892.60743491002,104955.3984375,29865.552734375
34,152642.96359375,128790.65625,29865.552734375
35,162779.5511197917,55402.296875,29865.552734375
36,166839.1691666667,42099.67578125,29865.552734375
37,171200.853515625,124979.1015625,29865.552734375
38,168601.15044270837,74946.9765625,29865.552734375
39,173302.22080729168,149718.328125,29865.552734375
40,170149.85515625,57234.84375,29865.552734375
41,174705.7356640633,127853.9296875,29865.552734375
42,174795.1396751324,77745.40625,29865.552734375
43,176751.85697916665,101566.0703125,29865.552734375
44,177467.49856770833,125016.5390625,29865.552734375
45,178343.92195312495,134452.96875,29865.552734375
46,179278.79895833333,61599.3046875,29865.552734375
47,180094.69618954317,118120.0390625,29865.552734375
48,189970.90010416665,41211.64453125,29865.552734375
49,186954.4969466146,100341.9140625,29865.552734375
50,186145.391875,87179.0625,29865.552734375
51,195530.300703125,155153.65625,29865.552734375
52,187855.6323958333,104322.5078125,29865.552734375
53,193359.26640625,138516.75,29865.552734375
54,190723.84338541672,73046.9375,29865.552734375
55,191542.37414196046,104171.7265625,29865.552734375
56,188777.67497395835,13235.556640625,29865.552734375
57,190153.05122395832,169132.109375,29865.552734375
58,191468.62244791663,101111.4921875,29865.552734375
59,188155.63338541664,-0.0,29865.552734375
60,189113.13026041663,173142.09375,29865.552734375
61,184850.42954427085,99883.6796875,29865.552734375
62,188326.99763020832,136544.46875,29865.552734375
63,189329.40776041668,160424.578125,29865.552734375
64,182173.56197916664,7894.9228515625,29865.552734375
65,186075.1203125,173299.234375,29865.552734375
66,180874.98345012887,177658.875,29865.552734375
67,178947.00130208328,29432.28125,29865.552734375
68,175138.47966145835,170599.96875,29865.552734375
69,175501.0471875,159576.4375,29865.552734375
70,171377.90520833337,84159.625,29865.552734375
71,171709.30518229163,212336.046875,29865.552734375
72,165606.1180208333,186156.828125,29865.552734375
73,165197.6352799479,124077.2421875,29865.552734375
74,165169.35341145835,173918.6875,29865.552734375
75,165000.70929036458,-0.0,29865.552734375
76,164174.38908854168,160092.25,29865.552734375
77,162222.61778645837,154844.65625,29865.552734375
78,170168.28226562493,199101.96875,29865.552734375
79,171738.09705729163,142632.71875,29865.552734375
80,175486.716171875,54735.796875,29865.552734375
81,176497.45947916663,204669.4375,29865.552734375
82,180908.36239583328,138378.71875,29865.552734375
83,181488.4648177084,68079.390625,29865.552734375
84,197917.53607253087,257134.421875,29865.552734375
85,196532.89557291663,261728.5,29865.552734375
86,187991.79302083328,81293.0078125,29865.552734375
87,188969.22708333333,260667.625,29865.552734375
88,186840.45385416667,140753.765625,29865.552734375
89,191653.14661458333,236189.828125,29865.552734375
90,193183.77135416667,312777.75,29865.552734375
91,184758.12244791663,136154.515625,29865.552734375
92,178937.4003125,173630.53125,29865.552734375
93,180694.01619791667,146012.125,29865.552734375
