h,m_b,W
1,25,92989.81994791667
1,30,97936.35802079336
1,35,93331.88658851336
1,40,95960.28833333001
1,45,96112.73843746337
1,50,95290.71351559334
1,55,94447.36412757085
2,0,95733.28515624
2,5,93956.59585935669
2,10,90513.63169267002
2,15,91553.84927082335
2,20,92414.95460932008
2,25,95906.20997393668
2,30,97819.22747396331
2,35,107271.37093749331
2,40,107704.26593750999
2,45,106839.74703125999
2,50,102080.37598954338
2,55,104051.32180990417
3,0,102743.2875520567
3,5,104479.90921873336
3,10,107177.8213801867
3,15,107914.13221349005
3,20,104765.5266146033
3,25,111122.2553906433
3,30,118092.07437497002
3,35,117705.27515627665
3,40,115574.34197917332
3,45,117164.60604168996
3,50,117212.81122397666
3,55,116940.44296876667
4,0,117376.12304689996
4,5,116080.84614584329
4,10,114690.11374999667
4,15,115045.16627601668
4,20,123980.96721355664
4,25,117024.9143750366
4,30,115635.08966145001
4,35,117267.87158852338
4,40,115808.83731765338
4,45,113523.31682291669
4,50,123063.43145833333
4,55,127823.17177733334
5,0,125963.40104164337
5,5,127439.52143229998
5,10,120087.14851562999
5,15,115057.93174478335
5,20,114305.72388019669
5,25,119544.40833330671
5,30,125405.33065104
5,35,133849.10393230664
5,40,131787.98223958333
5,45,123031.15088543334
5,50,124689.00221356665
5,55,133145.8723632875
6,0,130707.63812501331
6,5,130646.42419273332
6,10,136189.17734375
6,15,140732.19427083334
6,20,129773.87140623336
6,25,130807.39208332002
6,30,137757.93104167
6,35,133653.51541668997
6,40,132642.21908855333
6,45,139401.54708333334
6,50,137275.97807291665
6,55,131577.1659179542
7,0,133161.75078124003
7,5,129623.23898437666
7,10,127344.17395832334
7,15,132324.69104164667
7,20,138632.67442708334
7,25,128534.5040624767
7,30,125427.85721354003
7,35,121980.45687500665
7,40,122864.74703124
7,45,118276.16880207666
7,50,122681.30565106
7,55,123974.96842450829
8,0,115701.23947917337
8,5,114788.64640625005
8,10,116469.04911458664
8,15,119450.90710938665
8,20,119970.87848961666
8,25,124976.66210940333
8,30,120601.08580729333
8,35,118487.01486979333
8,40,126373.86348959332
8,45,136395.81072916
8,50,136904.91302083334
8,55,141238.35983072917
9,0,139865.20817708335
9,5,133419.70385415337
9,10,130332.96270831337
9,15,133315.54075521
9,20,135316.14398438664
9,25,137196.35234373665
9,30,138204.92505208333
9,35,138735.47247395
9,40,134812.61789062666
9,45,133458.73221354
9,50,138194.53302083333
9,55,141830.25403645833
10,0,147556.61317708335
10,5,145128.85947916665
10,10,145750.68166666667
10,15,138609.85705728666
10,20,143018.7875
10,25,143455.76286458335
10,30,148423.35541666666
10,35,146054.27875
10,40,144080.41041666668
10,45,137693.45570312667
10,50,135318.18270833333
10,55,141666.51419270833
11,0,144856.0190625
11,5,143087.10526041666
11,10,135424.83932291667
11,15,136013.99971353
11,20,134655.11434897667
11,25,132557.78804686334
11,30,132889.85869792
11,35,131923.7010416733
11,40,134148.37429687
11,45,132175.13135416334
11,50,128504.37270834665
11,55,121751.58092444585
12,0,120252.50567711331
12,5,125564.25476562664
12,10,125965.96312501331
12,15,126859.70218748666
12,20,128378.66497394006
12,25,123596.01356770004
12,30,122153.11294267671
12,35,126519.26554688333
12,40,124102.20192710002
12,45,121483.25374998334
12,50,121372.3418489567
12,55,125377.77597651671
13,0,123650.1951301767
13,5,134295.30609376665
13,10,131678.07992188665
13,15,131925.2731771033
13,20,131221.6267968933
13,25,131744.82585937998
13,30,136339.37447917668
13,35,132785.07911458332
13,40,131582.70236978334
13,45,132357.3703124867
13,50,128985.50567707332
13,55,127035.46920575826
14,0,127280.42367187333
14,5,127254.14729164667
14,10,124044.56057294662
14,15,127206.92309895331
14,20,127848.65130209665
14,25,123242.56833332668
14,30,116329.31354169664
14,35,120782.38242188332
14,40,119160.71080727999
14,45,118571.89231770331
14,50,114662.29744790666
14,55,117458.7751627875
15,0,112332.99731771
15,5,114268.2492447867
15,10,116402.25859378996
15,15,113717.06544271
15,20,114510.31994793333
15,25,116411.78778646995
15,30,116343.84229167667
15,35,115223.27901041004
15,40,114691.89484373336
15,45,113107.59481771667
15,50,111084.78059897
15,55,112955.68216148329
16,0,115563.03830729333
16,5,115219.72174482996
16,10,113538.78559893671
16,15,123341.25656251665
16,20,120629.92412204019
16,25,124975.11497393002
16,30,123659.89312502668
16,35,126165.01231769002
16,40,123115.20559894669
16,45,122024.25841144669
16,50,124663.86854167662
16,55,124757.02294918754
17,0,125746.86515626662
17,5,124469.59919271
17,10,125033.22585937666
17,15,118779.39937498006
17,20,118317.87979166002
17,25,121518.89622394666
17,30,121255.69559896333
17,35,123839.82986981994
17,40,129754.54575519335
17,45,125324.22984371672
17,50,128173.39502605332
17,55,125925.87646482499
18,0,124594.84320312337
18,5,126332.6214323133
18,10,123395.2308072867
18,15,124553.29736978002
18,20,117024.3008593933
18,25,119178.58330727
18,30,125534.87156251664
18,35,124335.32502606332
18,40,127965.74611982661
18,45,126194.09781250666
18,50,123195.86638021335
18,55,124083.67597657499
19,0,116196.67260417665
19,5,120871.21614584
19,10,119674.01145832335
19,15,119396.09802082997
19,20,122923.60221359994
19,25,121665.23442708996
19,30,120039.83874995005
19,35,120680.15899350168
19,40,121443.74747397662
19,45,113270.77041665338
19,50,105301.81684894337
19,55,100755.89570311252
20,0,105481.90981771667
20,5,104399.15236982332
20,10,107414.99791667332
20,15,105132.09630208998
20,20,102306.05721354998
20,25,106420.5341145933
20,30,102700.38872394334
20,35,100113.48218746336
20,40,101264.71541667334
20,45,104208.26802082665
20,50,102888.96127604666
20,55,103064.61113277919
21,0,105578.73369793668
21,5,104165.28960940329
21,10,103841.08398440001
21,15,105203.04968752663
21,20,100032.80007814663
21,25,98684.56890623001
21,30,97931.67380208996
21,35,105428.60880208664
21,40,110258.79955730998
21,45,106406.22773437669
21,50,103376.00848958
21,55,102601.60520832498
22,0,102205.18223959334
22,5,103598.15210938331
22,10,106706.84773438332
22,15,103364.23049480331
22,20,104429.32739584334
22,25,104214.95505203672
22,30,101591.09606769336
22,35,95708.51036457666
22,40,99585.57223958003
22,45,99380.92627603332
22,50,101850.91783856995
22,55,101773.07776694582
23,0,105687.37601560004
23,5,100951.30221356663
23,10,103262.70976561998
23,15,99328.99255206333
23,20,100348.76674479332
23,25,98099.50309896999
23,30,105046.35841145668
23,35,102426.58221355331
23,40,103402.28820313001
23,45,102557.35661458335
23,50,104878.44625000334
23,55,97714.00491536665
0,0,97059.93138023665
0,5,99106.81971352332
0,10,101566.57356771998
0,15,100188.05994790001
0,20,104405.95562497669
0,25,99026.18466141673
0,30,96639.42231770667
0,35,95349.65479165336
0,40,106497.22239583667
0,45,103275.16867188334
0,50,99745.13458335334
0,55,101551.40143228749
1,0,100948.54750001665
1,5,97222.98096354998
1,10,96004.70348958668
1,15,97428.66692706669
1,20,98373.67932292
1,25,100215.66679688335
1,30,101717.13872398998
1,35,98533.30958331999
1,40,99850.48299477668
1,45,99369.40229165665
1,50,99012.98054684338
1,55,93439.67652996667
2,0,96501.04963541
2,5,95972.73171875333
2,10,98612.94322917664
2,15,99273.65776039673
2,20,101601.33920358194
2,25,98650.19127602338
2,30,99616.37221353999
2,35,102264.83679687
2,40,101229.71989583668
2,45,97479.76705727998
2,50,96469.82947916
2,55,98954.93476562084
3,0,101649.63679688334
3,5,101686.6511458067
3,10,103399.53140626
3,15,101016.25130207337
3,20,103641.13408851666
3,25,101893.30979167996
3,30,103888.97460934005
3,35,100100.19713542997
3,40,103862.42458332668
3,45,102039.5747916367
3,50,102188.0497656533
3,55,103980.9238281458
4,0,107815.26403647
4,5,100180.20473959665
4,10,102766.69010418
4,15,110550.3634114733
4,20,109399.54326925079
4,25,123365.65518225335
4,30,123482.46640629662
4,35,124187.77302084332
4,40,128518.26200522334
4,45,129609.7573697767
4,50,134789.34156249667
4,55,131353.96848957503
5,0,130571.21882813997
5,5,125898.12554689999
5,10,124551.72312505328
5,15,119791.77611980664
5,20,122960.34322918663
5,25,122703.96190102004
5,30,125291.21856772664
5,35,125349.25945314996
5,40,130034.43411459331
5,45,124260.1490364633
5,50,127486.64156246673
5,55,128781.86360678331
6,0,121133.48299479666
6,5,125683.22028645666
6,10,123679.20955731333
6,15,122316.87789062333
6,20,117305.38861307694
6,25,117815.15096352337
6,30,127246.61807291333
6,35,124303.67466146998
6,40,131081.50338540997
6,45,126004.20976562334
6,50,128878.82312499332
6,55,131570.57460939582
7,0,141172.91890625
7,5,135238.74539062
7,10,137963.54031249668
7,15,140812.43572916667
7,20,137204.83575522332
7,25,131521.04822918662
7,30,134385.16932292667
7,35,132424.5457551967
7,40,129842.026875
7,45,141851.81625
7,50,143059.78427083665
7,55,135544.00481770834
8,0,135538.29859375
8,5,131757.19257813666
8,10,127129.07257816663
8,15,125894.46200519003
8,20,123197.16194609027
8,25,117351.10999997337
8,30,118687.95122398331
8,35,116690.81523436336
8,40,123016.14838545663
8,45,127455.79296875665
8,50,124971.01885416999
8,55,117770.30159505416
9,0,118301.52536459
9,5,122739.76023437001
9,10,123740.30388021999
9,15,127569.27216147997
9,20,127597.67346358662
9,25,114669.35148439999
9,30,121282.00986980998
9,35,117308.72580729667
9,40,116627.50695311998
9,45,127125.89523436337
9,50,127149.97541666336
9,55,119967.1144530792
10,0,122358.94312500335
10,5,122383.63325525328
10,10,118968.59973960332
10,15,122501.86299480332
10,20,126537.7705894682
10,25,120205.65265626
10,30,117838.05497397666
10,35,121818.54869789338
10,40,119077.1306770667
10,45,119750.95445316662
10,50,128694.78838540669
10,55,125855.00149739167
11,0,114889.05955728002
11,5,121266.79716145665
11,10,119291.61458331003
11,15,117776.85903643005
11,20,124297.78427085327
11,25,126166.04395836663
11,30,122542.44562503663
11,35,112131.75041665336
11,40,113727.87419272
11,45,110342.87765628993
11,50,108747.32658855664
11,55,111550.96168620003
12,0,117702.62994789335
12,5,120951.76622394669
12,10,123865.79817711333
12,15,123931.53593751664
12,20,122133.8665342509
12,25,123687.63721353665
12,30,121535.09096354
12,35,120554.72276042
12,40,122457.50820310337
12,45,129750.30588539668
12,50,124632.76052083999
12,55,120252.66168620413
13,0,125284.22992189665
13,5,118358.6325260367
13,10,118299.30372398664
13,15,115110.67270832336
13,20,121175.27190105997
13,25,117839.76291668334
13,30,117351.79885418
13,35,116045.18867189331
13,40,124561.2266666434
13,45,126662.6617968567
13,50,122269.4432291334
13,55,117560.81868493326
14,0,110386.50986980001
14,5,113111.1450000233
14,10,118447.62546874667
14,15,124691.17869791001
14,20,119025.71093750333
14,25,108455.9292708067
14,30,109866.80421872338
14,35,123997.48192708666
14,40,121849.64304688662
14,45,113368.77265627668
14,50,114801.76507814
14,55,117885.70807291666
15,0,118899.99690107
15,5,111700.2161979067
15,10,108224.2436197567
15,15,108562.12588540341
15,20,119366.23966142669
15,25,111948.02458333998
15,30,112743.20039064331
15,35,113273.46348959334
15,40,108224.92997396333
15,45,112263.04179686666
15,50,116915.41278647997
15,55,109053.08330080834
16,0,99746.92440103002
16,5,104104.2554426867
16,10,117607.84679685667
16,15,112231.4719791733
16,20,106991.40567515719
16,25,112928.17299478997
16,30,117735.59794270332
16,35,108058.8767708666
16,40,106497.86166665002
16,45,110109.44752604669
16,50,122926.21552083001
16,55,119725.33281246254
17,0,114566.61666664667
17,5,112331.20312503331
17,10,115857.87992187664
17,15,126562.85281252665
17,20,119195.82445311335
17,25,116797.8240103734
17,30,118337.97885415335
17,35,117496.56218749667
17,40,116737.99075519001
17,45,121038.68523438665
17,50,130003.61005209331
17,55,128777.31966143752
18,0,113659.30393229667
18,5,121364.7881770667
18,10,118173.37554689332
18,15,115199.97151041332
18,20,119203.93736891946
18,25,122535.02643228002
18,30,124494.07945315662
18,35,113624.21484374667
18,40,124327.32981772334
18,45,124158.84354165006
18,50,119384.96567704673
18,55,126153.21445314579
19,0,127930.85351562334
19,5,110250.55348960332
19,10,113698.01393229331
19,15,123062.41351560669
19,20,118942.10510416667
19,25,113613.05312502659
19,30,121528.23671877332
19,35,114820.70989583003
19,40,105007.53317708668
19,45,107431.35244789337
19,50,105894.32825520005
19,55,115409.72604165834
20,0,109220.90921875999
20,5,113170.24479167665
20,10,110500.65401040665
20,15,102681.30783853667
20,20,110040.22033855667
20,25,107469.61062498335
20,30,98865.25049476339
20,35,100303.26322914999
20,40,99576.75296873333
20,45,100498.71200522665
20,50,101507.00947916666
20,55,105330.0369465917
21,0,99648.24250000663
21,5,101090.47078126333
21,10,99938.96486979
21,15,96701.91703126335
21,20,98616.67695313333
21,25,105088.94815103333
21,30,105121.24726561003
21,35,103165.65005205336
21,40,104466.00434891671
21,45,105082.85447915332
21,50,98435.09354164667
21,55,98815.07926432914
22,0,103614.62080727001
22,5,101503.45101563331
22,10,101361.42658854999
22,15,104603.18242185337
22,20,102482.56328124001
22,25,96286.31789059339
22,30,98754.95085939331
22,35,99230.05914060335
22,40,99136.53507812002
22,45,97379.68322918998
22,50,100918.17526038669
22,55,101084.82542317084
23,0,98941.43911456
23,5,95037.43755209667
23,10,94469.24174482329
23,15,94319.8758072667
23,20,98779.84111978998
23,25,98284.41049479667
23,30,97061.63893227666
23,35,95240.47609377997
23,40,97828.95471354667
23,45,90785.92822915998
23,50,91175.5557812633
23,55,91992.54658202501
0,0,97371.22718749667
0,5,90541.00328125665
0,10,93540.24442707999
0,15,95939.01640623005
0,20,90854.74513022004
0,25,93202.7617447867
0,30,93327.50429688003
0,35,87212.3646614933
0,40,85738.66226559001
0,45,91071.66731773665
0,50,88718.17585939332
0,55,92348.35722659995
1,0,91905.54635416335
1,5,91401.76367185666
1,10,90660.37182291668
1,15,89345.17843748003
1,20,88844.4512760167
1,25,88764.18369791667
1,30,85353.66393230665
1,35,95068.12546875663
1,40,94205.60882811667
1,45,92773.13244786007
1,50,92533.61611974341
1,55,95509.83365883333
2,0,93953.41565104
2,5,95182.74700522666
2,10,94293.78354166333
2,15,105460.73018230002
2,20,107345.61018229001
2,25,107296.0385416467
2,30,107793.6323697567
2,35,114362.61114586995
2,40,114370.41132815329
2,45,115766.0616927633
2,50,121430.38479167665
2,55,119296.93138022916
3,0,119148.96234376996
3,5,123332.55153645667
3,10,136381.26622396332
3,15,142206.715
3,20,142215.49880208334
3,25,146523.54651041667
3,30,145583.89854166665
3,35,146421.33692708332
3,40,164954.65963541667
3,45,171530.12708333333
3,50,172940.63453125
3,55,168486.48313802082
4,0,159502.74822916667
4,5,168955.32697916665
4,10,170728.60802083334
4,15,173012.38348958333
4,20,177430.378125
4,25,176313.69979166667
4,30,173444.828125
4,35,171376.55760416668
4,40,179727.77895833334
4,45,180089.98270833332
4,50,177437.69901041666
4,55,175394.7392578125
5,0,177805.08270833333
5,5,177396.00083333332
5,10,181934.68057291667
5,15,183623.55635416668
5,20,175432.36302083332
5,25,168364.09979166667
5,30,174245.11390625
5,35,170878.71421875
5,40,170415.15390625
5,45,180951.973125
5,50,187838.63578125
5,55,179964.9392578125
6,0,175123.86786458333
6,5,172233.81145833334
6,10,184422.82901041667
6,15,191756.50177083333
6,20,186550.53447916667
6,25,180806.766875
6,30,181427.47244791666
6,35,187860.11890625
6,40,191127.7996875
6,45,186778.3375
6,50,183954.97161458334
6,55,183743.3517578125
7,0,184417.56109375
7,5,182494.366875
7,10,181819.27828125
7,15,194642.48109375
7,20,193218.70614583333
7,25,179847.54901041667
7,30,178444.55557291667
7,35,168697.39807291667
7,40,172394.99817708333
7,45,178605.62927083333
7,50,182976.62729166666
7,55,166925.17337239583
8,0,167248.20432291666
8,5,160787.36255208333
8,10,159488.5470840301
8,15,164624.95364583333
8,20,182420.91833333333
8,25,181121.04848958334
8,30,174107.97
8,35,178457.76557291666
8,40,183379.96005208333
8,45,185108.84104166666
8,50,195075.80770833333
8,55,199038.3083984375
9,0,199450.33067708334
9,5,194557.19864583333
9,10,194458.17604166668
9,15,187949.189375
9,20,194928.5690625
9,25,203122.07390625
9,30,198057.6871875
9,35,193379.01802083335
9,40,191246.07276041666
9,45,197655.54239583333
9,50,197948.98333333334
9,55,201786.8982421875
10,0,185866.14947916666
10,5,187189.2190625
10,10,183805.9875
10,15,187331.0321875
10,20,193865.33171875
10,25,194110.79338541668
10,30,192262.90119791665
10,35,185746.3653125
10,40,176354.94333333333
10,45,186962.11760416668
10,50,196791.76119791667
10,55,196920.4712890625
11,0,186975.49427083333
11,5,181837.40546875
11,10,187238.98010416667
11,15,191921.13364583332
11,20,190292.04364583333
11,25,189140.55734375
11,30,190128.29333333333
11,35,188488.48609375
11,40,190646.19541666665
11,45,192680.28885416666
11,50,184450.2421875
11,55,191405.74147135418
12,0,196673.26723958334
12,5,194707.78885416666
12,10,192822.755
12,15,184390.07703125
12,20,177369.63401041666
12,25,180225.36083333334
12,30,182804.39864583334
12,35,182504.0459375
12,40,176754.87515625
12,45,175130.90072916666
12,50,168454.85026041666
12,55,162754.13665364584
13,0,161872.51947916666
13,5,159793.50713541667
13,10,167288.310625
13,15,159071.05223958334
