consumption,Year,Month,DayOfYear,DayOfWeek,DayType,Hour,Minute,Season
112177.23926666667,2017,6,181,4,1,1,0,1
113198.97286666666,2017,6,181,4,1,1,15,1
111578.68386666666,2017,6,181,4,1,1,30,1
113147.5622,2017,6,181,4,1,1,45,1
116193.48273333332,2017,6,181,4,1,2,0,1
120297.71273333333,2017,6,181,4,1,2,15,1
116885.91433333335,2017,6,181,4,1,2,30,1
115237.65060000001,2017,6,181,4,1,2,45,1
120234.58213333334,2017,6,181,4,1,3,0,1
119579.44080000001,2017,6,181,4,1,3,15,1
126979.53733333334,2017,6,181,4,1,3,30,1
140391.0207142857,2017,6,181,4,1,3,45,1
147481.392,2017,6,181,4,1,4,0,1
151754.28800000003,2017,6,181,4,1,4,15,1
164440.90666666665,2017,6,181,4,1,4,30,1
164163.156,2017,6,181,4,1,4,45,1
172993.26266666668,2017,6,181,4,1,5,0,1
174763.12733333334,2017,6,181,4,1,5,15,1
174353.71866666668,2017,6,181,4,1,5,30,1
183869.59399999998,2017,6,181,4,1,5,45,1
179816.61400000003,2017,6,181,4,1,6,0,1
175696.66533333334,2017,6,181,4,1,6,15,1
175052.70733333335,2017,6,181,4,1,6,30,1
173129.884,2017,6,181,4,1,6,45,1
176816.846,2017,6,181,4,1,7,0,1
177096.48666666666,2017,6,181,4,1,7,15,1
179298.3294117647,2017,6,181,4,1,7,30,1
177346.25533333333,2017,6,181,4,1,7,45,1
168846.55071428572,2017,6,181,4,1,8,0,1
167834.39866666668,2017,6,181,4,1,8,15,1
168798.76866666667,2017,6,181,4,1,8,30,1
173187.35666666666,2017,6,181,4,1,8,45,1
175938.97266666664,2017,6,181,4,1,9,0,1
178449.09333333335,2017,6,181,4,1,9,15,1
179481.9773333333,2017,6,181,4,1,9,30,1
180512.73133333336,2017,6,181,4,1,9,45,1
176338.5733333333,2017,6,181,4,1,10,0,1
178239.57666666663,2017,6,181,4,1,10,15,1
182755.1746666667,2017,6,181,4,1,10,30,1
184877.27933333334,2017,6,181,4,1,10,45,1
183169.09133333332,2017,6,181,4,1,11,0,1
179106.34,2017,6,181,4,1,11,15,1
177330.75466666665,2017,6,181,4,1,11,30,1
173828.71357142858,2017,6,181,4,1,11,45,1
169119.3426666667,2017,6,181,4,1,12,0,1
169211.552,2017,6,181,4,1,12,15,1
167491.154,2017,6,181,4,1,12,30,1
166375.21666666667,2017,6,181,4,1,12,45,1
163284.88866666667,2017,6,181,4,1,13,0,1
158615.93600000005,2017,6,181,4,1,13,15,1
158781.1686666667,2017,6,181,4,1,13,30,1
160124.43533333336,2017,6,181,4,1,13,45,1
159527.33066666668,2017,6,181,4,1,14,0,1
158153.59399999998,2017,6,181,4,1,14,15,1
152988.55200000003,2017,6,181,4,1,14,30,1
144285.88533333328,2017,6,181,4,1,14,45,1
139570.306,2017,6,181,4,1,15,0,1
138145.53799999997,2017,6,181,4,1,15,15,1
138978.01352941178,2017,6,181,4,1,15,30,1
134522.48826666668,2017,6,181,4,1,15,45,1
133909.60271428575,2017,6,181,4,1,16,0,1
136407.1286666667,2017,6,181,4,1,16,15,1
140038.93666666665,2017,6,181,4,1,16,30,1
139881.65733333334,2017,6,181,4,1,16,45,1
139528.15799999997,2017,6,181,4,1,17,0,1
141115.93066666665,2017,6,181,4,1,17,15,1
143395.17333333334,2017,6,181,4,1,17,30,1
144277.26666666666,2017,6,181,4,1,17,45,1
142484.5406666667,2017,6,181,4,1,18,0,1
142257.1828571429,2017,6,181,4,1,18,15,1
143685.74199999997,2017,6,181,4,1,18,30,1
141031.20200000002,2017,6,181,4,1,18,45,1
135026.78666666668,2017,6,181,4,1,19,0,1
135115.40466666667,2017,6,181,4,1,19,15,1
135461.80933333334,2017,6,181,4,1,19,30,1
133005.03178571427,2017,6,181,4,1,19,45,1
132575.95666666667,2017,6,181,4,1,20,0,1
131943.45946666668,2017,6,181,4,1,20,15,1
130327.21533333333,2017,6,181,4,1,20,30,1
132046.0112666667,2017,6,181,4,1,20,45,1
127492.00999999998,2017,6,181,4,1,21,0,1
127613.06553333333,2017,6,181,4,1,21,15,1
124528.89339999999,2017,6,181,4,1,21,30,1
121187.98813333333,2017,6,181,4,1,21,45,1
121427.29753333333,2017,6,181,4,1,22,0,1
118413.95393333332,2017,6,181,4,1,22,15,1
112869.05066666665,2017,6,181,4,1,22,30,1
109236.30906666667,2017,6,181,4,1,22,45,1
110379.71179999999,2017,6,181,4,1,23,0,1
112098.76666666666,2017,6,181,4,1,23,15,1
111375.81047058823,2017,6,181,4,1,23,30,1
110111.68706666668,2017,6,181,4,1,23,45,1
110153.99421428573,2017,7,182,5,0,0,0,2
109354.67026666665,2017,7,182,5,0,0,15,2
108683.91093333335,2017,7,182,5,0,0,30,2
108211.78673333333,2017,7,182,5,0,0,45,2
108320.00093333333,2017,7,182,5,0,1,0,2
106447.30493333333,2017,7,182,5,0,1,15,2
105253.0574,2017,7,182,5,0,1,30,2
106234.15446666667,2017,7,182,5,0,1,45,2
108212.40933333333,2017,7,182,5,0,2,0,2
106390.45240000001,2017,7,182,5,0,2,15,2
107978.88293333334,2017,7,182,5,0,2,30,2
106809.41973333336,2017,7,182,5,0,2,45,2
106798.06053333332,2017,7,182,5,0,3,0,2
106902.00873333332,2017,7,182,5,0,3,15,2
107800.98966666666,2017,7,182,5,0,3,30,2
110628.29385714287,2017,7,182,5,0,3,45,2
114858.10913333335,2017,7,182,5,0,4,0,2
115451.82253333334,2017,7,182,5,0,4,15,2
116529.111,2017,7,182,5,0,4,30,2
119107.60233333331,2017,7,182,5,0,4,45,2
123986.03726666668,2017,7,182,5,0,5,0,2
123830.54340000001,2017,7,182,5,0,5,15,2
124823.97766666664,2017,7,182,5,0,5,30,2
133972.13299999997,2017,7,182,5,0,5,45,2
142865.858,2017,7,182,5,0,6,0,2
146878.27933333337,2017,7,182,5,0,6,15,2
144512.55533333335,2017,7,182,5,0,6,30,2
144491.20066666664,2017,7,182,5,0,6,45,2
149438.06666666668,2017,7,182,5,0,7,0,2
146267.208,2017,7,182,5,0,7,15,2
145887.30529411766,2017,7,182,5,0,7,30,2
153216.63266666667,2017,7,182,5,0,7,45,2
151935.97,2017,7,182,5,0,8,0,2
154821.768,2017,7,182,5,0,8,15,2
151865.93866666668,2017,7,182,5,0,8,30,2
152175.10600000003,2017,7,182,5,0,8,45,2
147664.94799999997,2017,7,182,5,0,9,0,2
150330.42533333335,2017,7,182,5,0,9,15,2
146017.53533333333,2017,7,182,5,0,9,30,2
144512.91133333332,2017,7,182,5,0,9,45,2
149588.61666666667,2017,7,182,5,0,10,0,2
155840.77999999997,2017,7,182,5,0,10,15,2
148444.88533333334,2017,7,182,5,0,10,30,2
146054.15,2017,7,182,5,0,10,45,2
144791.15666666668,2017,7,182,5,0,11,0,2
145647.24599999998,2017,7,182,5,0,11,15,2
145738.13733333338,2017,7,182,5,0,11,30,2
149630.67071428572,2017,7,182,5,0,11,45,2
148237.64066666664,2017,7,182,5,0,12,0,2
145955.4326666667,2017,7,182,5,0,12,15,2
135207.76933333333,2017,7,182,5,0,12,30,2
133075.7946,2017,7,182,5,0,12,45,2
134819.97400000002,2017,7,182,5,0,13,0,2
135350.31466666664,2017,7,182,5,0,13,15,2
140147.08533333332,2017,7,182,5,0,13,30,2
137343.54933333336,2017,7,182,5,0,13,45,2
137798.69333333333,2017,7,182,5,0,14,0,2
140106.12866666666,2017,7,182,5,0,14,15,2
136883.12733333334,2017,7,182,5,0,14,30,2
135762.50999999998,2017,7,182,5,0,14,45,2
134416.91466666668,2017,7,182,5,0,15,0,2
137001.39413333332,2017,7,182,5,0,15,15,2
128557.37894117646,2017,7,182,5,0,15,30,2
132633.96266666666,2017,7,182,5,0,15,45,2
134832.14428571428,2017,7,182,5,0,16,0,2
135490.16373333335,2017,7,182,5,0,16,15,2
129339.29006666668,2017,7,182,5,0,16,30,2
129968.03326666668,2017,7,182,5,0,16,45,2
129885.65506666666,2017,7,182,5,0,17,0,2
131028.70733333334,2017,7,182,5,0,17,15,2
131358.08366666664,2017,7,182,5,0,17,30,2
131158.8253333333,2017,7,182,5,0,17,45,2
131069.52773333332,2017,7,182,5,0,18,0,2
130490.83133333334,2017,7,182,5,0,18,15,2
130365.35099999998,2017,7,182,5,0,18,30,2
129571.55426666669,2017,7,182,5,0,18,45,2
126586.30606666666,2017,7,182,5,0,19,0,2
119808.81486666668,2017,7,182,5,0,19,15,2
117247.89293333334,2017,7,182,5,0,19,30,2
115463.26928571427,2017,7,182,5,0,19,45,2
115797.19133333332,2017,7,182,5,0,20,0,2
114106.6782,2017,7,182,5,0,20,15,2
112424.58266666668,2017,7,182,5,0,20,30,2
114571.25600000001,2017,7,182,5,0,20,45,2
112910.8977333333,2017,7,182,5,0,21,0,2
111712.27533333334,2017,7,182,5,0,21,15,2
112153.61886666667,2017,7,182,5,0,21,30,2
110790.53626666666,2017,7,182,5,0,21,45,2
109704.725,2017,7,182,5,0,22,0,2
109825.56733333335,2017,7,182,5,0,22,15,2
107138.09073333332,2017,7,182,5,0,22,30,2
103900.69906666667,2017,7,182,5,0,22,45,2
106697.58286666665,2017,7,182,5,0,23,0,2
105574.88213333333,2017,7,182,5,0,23,15,2
106578.54194117647,2017,7,182,5,0,23,30,2
106359.47493333333,2017,7,182,5,0,23,45,2
104771.96900000001,2017,7,183,6,0,0,0,2
106399.30266666667,2017,7,183,6,0,0,15,2
106024.06459999998,2017,7,183,6,0,0,30,2
107319.88459999999,2017,7,183,6,0,0,45,2
105495.24740000001,2017,7,183,6,0,1,0,2
101059.0322,2017,7,183,6,0,1,15,2
101326.4386,2017,7,183,6,0,1,30,2
92832.50606666667,2017,7,183,6,0,1,45,2
90813.37706666667,2017,7,183,6,0,2,0,2
93504.53366666667,2017,7,183,6,0,2,15,2
94591.65153333332,2017,7,183,6,0,2,30,2
95143.80279999999,2017,7,183,6,0,2,45,2
97447.55166666667,2017,7,183,6,0,3,0,2
98000.5648,2017,7,183,6,0,3,15,2
96345.91086666666,2017,7,183,6,0,3,30,2
97319.71250000001,2017,7,183,6,0,3,45,2
98951.48133333334,2017,7,183,6,0,4,0,2
101176.73413333333,2017,7,183,6,0,4,15,2
102366.66620000002,2017,7,183,6,0,4,30,2
103312.00133333333,2017,7,183,6,0,4,45,2
103482.59133333332,2017,7,183,6,0,5,0,2
103556.32093333334,2017,7,183,6,0,5,15,2
103828.22433333333,2017,7,183,6,0,5,30,2
111356.78533333333,2017,7,183,6,0,5,45,2
105658.55873333332,2017,7,183,6,0,6,0,2
108795.72066666668,2017,7,183,6,0,6,15,2
114951.9626,2017,7,183,6,0,6,30,2
115005.20106666668,2017,7,183,6,0,6,45,2
113350.90093333331,2017,7,183,6,0,7,0,2
116044.30326666667,2017,7,183,6,0,7,15,2
121365.80735294116,2017,7,183,6,0,7,30,2
114134.35753333334,2017,7,183,6,0,7,45,2
113212.71378571427,2017,7,183,6,0,8,0,2
117695.96300000002,2017,7,183,6,0,8,15,2
121357.5384,2017,7,183,6,0,8,30,2
130748.21506666667,2017,7,183,6,0,8,45,2
129104.25826666669,2017,7,183,6,0,9,0,2
124607.4875333333,2017,7,183,6,0,9,15,2
121484.79306666668,2017,7,183,6,0,9,30,2
126018.56973333334,2017,7,183,6,0,9,45,2
124296.923,2017,7,183,6,0,10,0,2
120132.01913333332,2017,7,183,6,0,10,15,2
116764.039,2017,7,183,6,0,10,30,2
113481.6058,2017,7,183,6,0,10,45,2
113201.21773333332,2017,7,183,6,0,11,0,2
118531.03166666668,2017,7,183,6,0,11,15,2
118085.50606666667,2017,7,183,6,0,11,30,2
116807.044,2017,7,183,6,0,11,45,2
115941.24760000003,2017,7,183,6,0,12,0,2
116077.71353333333,2017,7,183,6,0,12,15,2
120170.39046666668,2017,7,183,6,0,12,30,2
119220.74713333334,2017,7,183,6,0,12,45,2
118693.64133333332,2017,7,183,6,0,13,0,2
122065.73986666668,2017,7,183,6,0,13,15,2
117483.77173333334,2017,7,183,6,0,13,30,2
115937.2514,2017,7,183,6,0,13,45,2
115010.40066666665,2017,7,183,6,0,14,0,2
116412.87360000002,2017,7,183,6,0,14,15,2
112878.265,2017,7,183,6,0,14,30,2
115251.36159999999,2017,7,183,6,0,14,45,2
117103.10053333333,2017,7,183,6,0,15,0,2
118900.13013333334,2017,7,183,6,0,15,15,2
117039.22347058823,2017,7,183,6,0,15,30,2
115092.85093333333,2017,7,183,6,0,15,45,2
114914.66314285716,2017,7,183,6,0,16,0,2
113452.11633333332,2017,7,183,6,0,16,15,2
113266.1096,2017,7,183,6,0,16,30,2
111903.40300000002,2017,7,183,6,0,16,45,2
111527.62833333331,2017,7,183,6,0,17,0,2
111926.76039999998,2017,7,183,6,0,17,15,2
112280.44206666666,2017,7,183,6,0,17,30,2
116549.34653333334,2017,7,183,6,0,17,45,2
120498.19433333333,2017,7,183,6,0,18,0,2
119424.20466666667,2017,7,183,6,0,18,15,2
117274.69060000003,2017,7,183,6,0,18,30,2
114588.44413333332,2017,7,183,6,0,18,45,2
112210.09373333331,2017,7,183,6,0,19,0,2
113839.4164,2017,7,183,6,0,19,15,2
113045.9144,2017,7,183,6,0,19,30,2
112941.86150000001,2017,7,183,6,0,19,45,2
114138.4106,2017,7,183,6,0,20,0,2
112389.20473333335,2017,7,183,6,0,20,15,2
111916.2638,2017,7,183,6,0,20,30,2
108233.5516666667,2017,7,183,6,0,20,45,2
108904.72873333334,2017,7,183,6,0,21,0,2
108549.86566666668,2017,7,183,6,0,21,15,2
107660.63206666667,2017,7,183,6,0,21,30,2
105304.4464,2017,7,183,6,0,21,45,2
104705.58606666667,2017,7,183,6,0,22,0,2
104305.20706666666,2017,7,183,6,0,22,15,2
103180.26026666666,2017,7,183,6,0,22,30,2
102347.9654,2017,7,183,6,0,22,45,2
102519.32033333332,2017,7,183,6,0,23,0,2
105462.08599999998,2017,7,183,6,0,23,15,2
104552.6229411765,2017,7,183,6,0,23,30,2
106322.62380000002,2017,7,183,6,0,23,45,2
105515.76857142856,2017,7,184,0,1,0,0,2
105024.921,2017,7,184,0,1,0,15,2
103626.9016,2017,7,184,0,1,0,30,2
101206.55993333332,2017,7,184,0,1,0,45,2
102166.75766666667,2017,7,184,0,1,1,0,2
100334.57993333331,2017,7,184,0,1,1,15,2
100227.06360000001,2017,7,184,0,1,1,30,2
98477.05453333333,2017,7,184,0,1,1,45,2
97289.56793333334,2017,7,184,0,1,2,0,2
97360.03586666666,2017,7,184,0,1,2,15,2
99831.84773333333,2017,7,184,0,1,2,30,2
104369.31726666667,2017,7,184,0,1,2,45,2
104163.0986,2017,7,184,0,1,3,0,2
108735.10946666668,2017,7,184,0,1,3,15,2
112074.277,2017,7,184,0,1,3,30,2
116959.35085714287,2017,7,184,0,1,3,45,2
122616.17293333335,2017,7,184,0,1,4,0,2
125563.434,2017,7,184,0,1,4,15,2
146242.06333333335,2017,7,184,0,1,4,30,2
164344.51466666666,2017,7,184,0,1,4,45,2
169934.27533333335,2017,7,184,0,1,5,0,2
173187.688,2017,7,184,0,1,5,15,2
182299.05066666665,2017,7,184,0,1,5,30,2
183527.26333333334,2017,7,184,0,1,5,45,2
189489.97933333332,2017,7,184,0,1,6,0,2
192839.984,2017,7,184,0,1,6,15,2
186463.906,2017,7,184,0,1,6,30,2
183858.04733333332,2017,7,184,0,1,6,45,2
184403.78666666668,2017,7,184,0,1,7,0,2
189009.5226666667,2017,7,184,0,1,7,15,2
183598.15058823526,2017,7,184,0,1,7,30,2
179799.9506666666,2017,7,184,0,1,7,45,2
180232.9657142857,2017,7,184,0,1,8,0,2
175668.894,2017,7,184,0,1,8,15,2
178490.13266666667,2017,7,184,0,1,8,30,2
189174.0246666667,2017,7,184,0,1,8,45,2
188027.86333333334,2017,7,184,0,1,9,0,2
188427.3353333333,2017,7,184,0,1,9,15,2
191613.988,2017,7,184,0,1,9,30,2
191994.3373333333,2017,7,184,0,1,9,45,2
222710.01133333333,2017,7,184,0,1,10,0,2
235031.9993333333,2017,7,184,0,1,10,15,2
217632.12400000004,2017,7,184,0,1,10,30,2
189688.90866666666,2017,7,184,0,1,10,45,2
182970.32133333333,2017,7,184,0,1,11,0,2
182135.73266666665,2017,7,184,0,1,11,15,2
184501.85933333336,2017,7,184,0,1,11,30,2
187111.08000000002,2017,7,184,0,1,11,45,2
183603.75333333333,2017,7,184,0,1,12,0,2
177542.136,2017,7,184,0,1,12,15,2
179353.98799999998,2017,7,184,0,1,12,30,2
170566.13733333335,2017,7,184,0,1,12,45,2
165862.7066666666,2017,7,184,0,1,13,0,2
158980.128,2017,7,184,0,1,13,15,2
154980.45466666666,2017,7,184,0,1,13,30,2
147151.33466666666,2017,7,184,0,1,13,45,2
148683.164,2017,7,184,0,1,14,0,2
145149.99466666667,2017,7,184,0,1,14,15,2
144815.32200000001,2017,7,184,0,1,14,30,2
140265.90533333333,2017,7,184,0,1,14,45,2
138020.44933333335,2017,7,184,0,1,15,0,2
139925.10666666666,2017,7,184,0,1,15,15,2
142227.5188235294,2017,7,184,0,1,15,30,2
141572.25533333333,2017,7,184,0,1,15,45,2
138909.24035714284,2017,7,184,0,1,16,0,2
136020.37333333335,2017,7,184,0,1,16,15,2
130828.22099999998,2017,7,184,0,1,16,30,2
128637.70026666668,2017,7,184,0,1,16,45,2
130166.12866666666,2017,7,184,0,1,17,0,2
132568.52733333333,2017,7,184,0,1,17,15,2
137997.606,2017,7,184,0,1,17,30,2
137595.03600000002,2017,7,184,0,1,17,45,2
132709.18466666667,2017,7,184,0,1,18,0,2
132992.10366666663,2017,7,184,0,1,18,15,2
132055.49573333334,2017,7,184,0,1,18,30,2
134544.23146666668,2017,7,184,0,1,18,45,2
132896.16073333332,2017,7,184,0,1,19,0,2
133048.2904,2017,7,184,0,1,19,15,2
134324.32733333332,2017,7,184,0,1,19,30,2
131723.0852857143,2017,7,184,0,1,19,45,2
131085.5702666667,2017,7,184,0,1,20,0,2
129145.75240000003,2017,7,184,0,1,20,15,2
127341.80559999999,2017,7,184,0,1,20,30,2
123814.33360000001,2017,7,184,0,1,20,45,2
122065.98326666668,2017,7,184,0,1,21,0,2
122555.54293333333,2017,7,184,0,1,21,15,2
119696.50926666665,2017,7,184,0,1,21,30,2
117915.25866666666,2017,7,184,0,1,21,45,2
114367.83226666666,2017,7,184,0,1,22,0,2
110817.53166666666,2017,7,184,0,1,22,15,2
109444.9372,2017,7,184,0,1,22,30,2
109335.28733333334,2017,7,184,0,1,22,45,2
111068.49506666667,2017,7,184,0,1,23,0,2
111979.07800000002,2017,7,184,0,1,23,15,2
112499.71429411764,2017,7,184,0,1,23,30,2
112026.97793333333,2017,7,184,0,1,23,45,2
110500.8575,2017,7,185,1,1,0,0,2
109394.93866666664,2017,7,185,1,1,0,15,2
108400.07306666666,2017,7,185,1,1,0,30,2
108795.87159999998,2017,7,185,1,1,0,45,2
106721.76806666666,2017,7,185,1,1,1,0,2
107520.07993333336,2017,7,185,1,1,1,15,2
107934.21740000001,2017,7,185,1,1,1,30,2
106667.90266666668,2017,7,185,1,1,1,45,2
107812.36260000001,2017,7,185,1,1,2,0,2
107740.58293333332,2017,7,185,1,1,2,15,2
111572.09579999998,2017,7,185,1,1,2,30,2
109987.00406666666,2017,7,185,1,1,2,45,2
111092.7776,2017,7,185,1,1,3,0,2
111712.07866666668,2017,7,185,1,1,3,15,2
114406.71073333334,2017,7,185,1,1,3,30,2
116948.33700000001,2017,7,185,1,1,3,45,2
126357.296,2017,7,185,1,1,4,0,2
146777.50533333333,2017,7,185,1,1,4,15,2
161693.87066666668,2017,7,185,1,1,4,30,2
166977.562,2017,7,185,1,1,4,45,2
179103.08466666666,2017,7,185,1,1,5,0,2
178818.82733333332,2017,7,185,1,1,5,15,2
180812.62999999998,2017,7,185,1,1,5,30,2
181033.17533333335,2017,7,185,1,1,5,45,2
185965.8633333333,2017,7,185,1,1,6,0,2
182494.87866666671,2017,7,185,1,1,6,15,2
175729.5566666667,2017,7,185,1,1,6,30,2
177270.212,2017,7,185,1,1,6,45,2
169265.46266666666,2017,7,185,1,1,7,0,2
170646.96666666665,2017,7,185,1,1,7,15,2
171124.05823529413,2017,7,185,1,1,7,30,2
169208.9973333333,2017,7,185,1,1,7,45,2
171171.57,2017,7,185,1,1,8,0,2
174971.97133333335,2017,7,185,1,1,8,15,2
179943.66533333334,2017,7,185,1,1,8,30,2
186127.46133333337,2017,7,185,1,1,8,45,2
180613.244,2017,7,185,1,1,9,0,2
185007.44866666666,2017,7,185,1,1,9,15,2
184051.5466666667,2017,7,185,1,1,9,30,2
182632.96466666667,2017,7,185,1,1,9,45,2
183843.8286666667,2017,7,185,1,1,10,0,2
186517.53533333333,2017,7,185,1,1,10,15,2
185970.74533333333,2017,7,185,1,1,10,30,2
188528.36799999996,2017,7,185,1,1,10,45,2
188974.36,2017,7,185,1,1,11,0,2
187547.55866666662,2017,7,185,1,1,11,15,2
190206.86799999996,2017,7,185,1,1,11,30,2
192885.87285714285,2017,7,185,1,1,11,45,2
194996.42533333335,2017,7,185,1,1,12,0,2
188942.432,2017,7,185,1,1,12,15,2
185144.93533333333,2017,7,185,1,1,12,30,2
177174.14,2017,7,185,1,1,12,45,2
174491.46933333334,2017,7,185,1,1,13,0,2
167832.93666666665,2017,7,185,1,1,13,15,2
161430.89,2017,7,185,1,1,13,30,2
158402.49466666667,2017,7,185,1,1,13,45,2
155014.95866666667,2017,7,185,1,1,14,0,2
155007.43199999997,2017,7,185,1,1,14,15,2
146672.13866666667,2017,7,185,1,1,14,30,2
143748.23333333337,2017,7,185,1,1,14,45,2
139436.98733333332,2017,7,185,1,1,15,0,2
135000.202,2017,7,185,1,1,15,15,2
133267.81258823528,2017,7,185,1,1,15,30,2
132296.5210666667,2017,7,185,1,1,15,45,2
131093.14935714286,2017,7,185,1,1,16,0,2
130647.94066666669,2017,7,185,1,1,16,15,2
127882.37566666664,2017,7,185,1,1,16,30,2
131336.4946,2017,7,185,1,1,16,45,2
134596.18866666665,2017,7,185,1,1,17,0,2
131638.41326666664,2017,7,185,1,1,17,15,2
131160.36793333336,2017,7,185,1,1,17,30,2
135171.05133333334,2017,7,185,1,1,17,45,2
131158.31493333334,2017,7,185,1,1,18,0,2
126246.87933333332,2017,7,185,1,1,18,15,2
123861.25099999999,2017,7,185,1,1,18,30,2
125022.05086666669,2017,7,185,1,1,18,45,2
120686.22799999999,2017,7,185,1,1,19,0,2
124508.76973333333,2017,7,185,1,1,19,15,2
127012.73506666668,2017,7,185,1,1,19,30,2
125478.2567142857,2017,7,185,1,1,19,45,2
121628.31820000001,2017,7,185,1,1,20,0,2
121062.55726666666,2017,7,185,1,1,20,15,2
118193.25233333332,2017,7,185,1,1,20,30,2
119269.496,2017,7,185,1,1,20,45,2
119523.54106666667,2017,7,185,1,1,21,0,2
117267.55566666665,2017,7,185,1,1,21,15,2
117572.00926666666,2017,7,185,1,1,21,30,2
117638.93626666667,2017,7,185,1,1,21,45,2
112863.0458,2017,7,185,1,1,22,0,2
112504.709,2017,7,185,1,1,22,15,2
114184.94560000002,2017,7,185,1,1,22,30,2
111748.25599999998,2017,7,185,1,1,22,45,2
107695.67820000002,2017,7,185,1,1,23,0,2
104583.71973333335,2017,7,185,1,1,23,15,2
104323.20858823528,2017,7,185,1,1,23,30,2
106372.60826666666,2017,7,185,1,1,23,45,2
107942.77692857143,2017,7,186,2,1,0,0,2
106743.152,2017,7,186,2,1,0,15,2
104445.00893333335,2017,7,186,2,1,0,30,2
102998.34733333332,2017,7,186,2,1,0,45,2
101465.14400000001,2017,7,186,2,1,1,0,2
101425.50799999999,2017,7,186,2,1,1,15,2
98583.6632,2017,7,186,2,1,1,30,2
101253.45633333332,2017,7,186,2,1,1,45,2
101957.79600000002,2017,7,186,2,1,2,0,2
108435.61920000002,2017,7,186,2,1,2,15,2
112054.74926666665,2017,7,186,2,1,2,30,2
130857.08226666666,2017,7,186,2,1,2,45,2
133824.2806666667,2017,7,186,2,1,3,0,2
161599.696,2017,7,186,2,1,3,15,2
175014.60733333332,2017,7,186,2,1,3,30,2
183413.76285714284,2017,7,186,2,1,3,45,2
188255.62666666665,2017,7,186,2,1,4,0,2
177905.91266666667,2017,7,186,2,1,4,15,2
183272.29600000003,2017,7,186,2,1,4,30,2
185961.526,2017,7,186,2,1,4,45,2
185422.32200000001,2017,7,186,2,1,5,0,2
188611.87466666664,2017,7,186,2,1,5,15,2
197665.508,2017,7,186,2,1,5,30,2
201943.2386666667,2017,7,186,2,1,5,45,2
195363.69466666665,2017,7,186,2,1,6,0,2
195644.16066666666,2017,7,186,2,1,6,15,2
193885.35600000003,2017,7,186,2,1,6,30,2
188830.176,2017,7,186,2,1,6,45,2
191420.84866666666,2017,7,186,2,1,7,0,2
193145.62,2017,7,186,2,1,7,15,2
197505.43647058826,2017,7,186,2,1,7,30,2
200413.32133333333,2017,7,186,2,1,7,45,2
206600.29642857143,2017,7,186,2,1,8,0,2
204404.29466666665,2017,7,186,2,1,8,15,2
200587.35733333332,2017,7,186,2,1,8,30,2
213839.52200000003,2017,7,186,2,1,8,45,2
219616.33866666668,2017,7,186,2,1,9,0,2
216282.96466666664,2017,7,186,2,1,9,15,2
215453.3633333333,2017,7,186,2,1,9,30,2
200122.41199999998,2017,7,186,2,1,9,45,2
203393.07266666665,2017,7,186,2,1,10,0,2
200775.68666666665,2017,7,186,2,1,10,15,2
196607.52666666667,2017,7,186,2,1,10,30,2
197961.62199999997,2017,7,186,2,1,10,45,2
200872.95866666667,2017,7,186,2,1,11,0,2
198363.228,2017,7,186,2,1,11,15,2
193657.75399999993,2017,7,186,2,1,11,30,2
189883.625,2017,7,186,2,1,11,45,2
205152.07466666668,2017,7,186,2,1,12,0,2
200633.84733333334,2017,7,186,2,1,12,15,2
198518.32733333332,2017,7,186,2,1,12,30,2
194701.616,2017,7,186,2,1,12,45,2
193160.26200000002,2017,7,186,2,1,13,0,2
203254.0373333333,2017,7,186,2,1,13,15,2
203826.61399999997,2017,7,186,2,1,13,30,2
184095.87666666668,2017,7,186,2,1,13,45,2
181815.25400000002,2017,7,186,2,1,14,0,2
177872.214,2017,7,186,2,1,14,15,2
176097.58133333334,2017,7,186,2,1,14,30,2
169582.4973333333,2017,7,186,2,1,14,45,2
167503.7873333333,2017,7,186,2,1,15,0,2
167950.6906666667,2017,7,186,2,1,15,15,2
164201.65470588233,2017,7,186,2,1,15,30,2
157273.718,2017,7,186,2,1,15,45,2
156349.67142857143,2017,7,186,2,1,16,0,2
152606.704,2017,7,186,2,1,16,15,2
148186.23466666669,2017,7,186,2,1,16,30,2
149934.70466666666,2017,7,186,2,1,16,45,2
149517.8,2017,7,186,2,1,17,0,2
139413.136,2017,7,186,2,1,17,15,2
134132.97266666667,2017,7,186,2,1,17,30,2
133536.0857333333,2017,7,186,2,1,17,45,2
139035.729,2017,7,186,2,1,18,0,2
159238.964,2017,7,186,2,1,18,15,2
158139.79,2017,7,186,2,1,18,30,2
155383.62799999997,2017,7,186,2,1,18,45,2
151631.85133333332,2017,7,186,2,1,19,0,2
122475.82159999998,2017,7,186,2,1,19,15,2
120334.6648,2017,7,186,2,1,19,30,2
121099.31371428572,2017,7,186,2,1,19,45,2
116502.733,2017,7,186,2,1,20,0,2
115102.55926666668,2017,7,186,2,1,20,15,2
111669.29133333334,2017,7,186,2,1,20,30,2
111975.65533333333,2017,7,186,2,1,20,45,2
111695.86133333335,2017,7,186,2,1,21,0,2
111308.31239999998,2017,7,186,2,1,21,15,2
103041.8414,2017,7,186,2,1,21,30,2
101602.81006666664,2017,7,186,2,1,21,45,2
101340.51566666667,2017,7,186,2,1,22,0,2
105510.96053333333,2017,7,186,2,1,22,15,2
106442.03746666665,2017,7,186,2,1,22,30,2
104724.37706666667,2017,7,186,2,1,22,45,2
