consumption,Year,Month,DayOfYear,DayOfWeek,DayType,Hour,Minute,Season
94554.33866666668,2017,1,1,6,0,9,45,0
92991.89633333334,2017,1,1,6,0,10,0,0
90928.87280000001,2017,1,1,6,0,10,15,0
91105.37193333334,2017,1,1,6,0,10,30,0
90129.1239333333,2017,1,1,6,0,10,45,0
88685.97993333332,2017,1,1,6,0,11,0,0
87675.10953333332,2017,1,1,6,0,11,15,0
86182.16757142857,2017,1,1,6,0,11,30,0
85752.36586666667,2017,1,1,6,0,11,45,0
86514.46333333333,2017,1,1,6,0,12,0,0
84275.00933333334,2017,1,1,6,0,12,15,0
86258.72306666664,2017,1,1,6,0,12,30,0
87348.63426666666,2017,1,1,6,0,12,45,0
85112.39899999999,2017,1,1,6,0,13,0,0
84959.49886666666,2017,1,1,6,0,13,15,0
84965.47126666669,2017,1,1,6,0,13,30,0
83703.15959999998,2017,1,1,6,0,13,45,0
81970.14553333333,2017,1,1,6,0,14,0,0
80262.74933333333,2017,1,1,6,0,14,15,0
82626.96720000001,2017,1,1,6,0,14,30,0
82539.46426666668,2017,1,1,6,0,14,45,0
82521.14853333334,2017,1,1,6,0,15,0,0
83345.98617647059,2017,1,1,6,0,15,15,0
83092.15866666663,2017,1,1,6,0,15,30,0
83739.01171428572,2017,1,1,6,0,15,45,0
83040.153,2017,1,1,6,0,16,0,0
81033.87800000001,2017,1,1,6,0,16,15,0
80315.70999999999,2017,1,1,6,0,16,30,0
80366.94746666666,2017,1,1,6,0,16,45,0
80730.80806666665,2017,1,1,6,0,17,0,0
81208.25353333332,2017,1,1,6,0,17,15,0
80071.42566666666,2017,1,1,6,0,17,30,0
78340.56653333333,2017,1,1,6,0,17,45,0
77126.90266666665,2017,1,1,6,0,18,0,0
75408.96926666667,2017,1,1,6,0,18,15,0
77978.98026666668,2017,1,1,6,0,18,30,0
79618.82186666667,2017,1,1,6,0,18,45,0
80730.13726666666,2017,1,1,6,0,19,0,0
80278.21099999998,2017,1,1,6,0,19,15,0
80913.91921428572,2017,1,1,6,0,19,30,0
82717.22473333332,2017,1,1,6,0,19,45,0
82936.1528,2017,1,1,6,0,20,0,0
83356.93566666666,2017,1,1,6,0,20,15,0
93280.14960000002,2017,1,1,6,0,20,30,0
99425.98513333335,2017,1,1,6,0,20,45,0
102126.69600000001,2017,1,1,6,0,21,0,0
102625.61726666667,2017,1,1,6,0,21,15,0
107529.51106666664,2017,1,1,6,0,21,30,0
107287.02006666666,2017,1,1,6,0,21,45,0
100447.25226666666,2017,1,1,6,0,22,0,0
98646.66933333334,2017,1,1,6,0,22,15,0
97506.73773333334,2017,1,1,6,0,22,30,0
97465.459,2017,1,1,6,0,22,45,0
95293.98613333334,2017,1,1,6,0,23,0,0
95294.01876470588,2017,1,1,6,0,23,15,0
96312.98253333334,2017,1,1,6,0,23,30,0
94576.51528571431,2017,1,1,6,0,23,45,0
97194.27926666668,2017,1,2,0,1,0,0,0
96412.08646666667,2017,1,2,0,1,0,15,0
96321.45113333335,2017,1,2,0,1,0,30,0
99847.00439999999,2017,1,2,0,1,0,45,0
102043.90026666666,2017,1,2,0,1,1,0,0
100131.66653333334,2017,1,2,0,1,1,15,0
96596.24146666667,2017,1,2,0,1,1,30,0
96810.73166666667,2017,1,2,0,1,1,45,0
95362.09986666666,2017,1,2,0,1,2,0,0
93753.03373333333,2017,1,2,0,1,2,15,0
95310.68393333333,2017,1,2,0,1,2,30,0
95197.41566666667,2017,1,2,0,1,2,45,0
95663.58733333334,2017,1,2,0,1,3,0,0
97622.31973333334,2017,1,2,0,1,3,15,0
97003.71221428573,2017,1,2,0,1,3,30,0
99446.47526666666,2017,1,2,0,1,3,45,0
93844.42426666668,2017,1,2,0,1,4,0,0
100666.11299999998,2017,1,2,0,1,4,15,0
99284.41626666668,2017,1,2,0,1,4,30,0
102033.2712,2017,1,2,0,1,4,45,0
