Predictions,Actual Values
0.16391362249851227,0.1534732928062817
0.14653103053569794,0.14448033117365533
0.16518321633338928,0.14175827575731142
0.1435152292251587,0.14487414806492066
0.17358937859535217,0.1341871328751681
0.15376196801662445,0.1572326954254452
0.1611878126859665,0.13884262009346598
0.14886443316936493,0.13721204676169196
0.1548071801662445,0.15100898548212155
0.17354251444339752,0.1352639610168379
0.17503175139427185,0.13093529206046484
0.16949427127838135,0.13246946493374345
0.16224555671215057,0.14056622396833884
0.16197633743286133,0.13011907861772493
0.18053871393203735,0.1359832939392303
0.1776081621646881,0.1314554436488965
0.197401762008667,0.1251284955382828
0.18927626311779022,0.1536926565875505
0.17785361409187317,0.11341493792710217
0.1878843903541565,0.14928796409854972
0.19432562589645386,0.12140252441569399
0.2099144011735916,0.1375071316627513
0.21201781928539276,0.11807557862174017
0.21154195070266724,0.1421249784441737
0.21485182642936707,0.14127118301653807
0.20956453680992126,0.13841943593520967
0.2159276306629181,0.1631030673760116
0.23415009677410126,0.13354983801738263
0.23505105078220367,0.1620174566756331
0.24606364965438843,0.17338225961266723
0.24947087466716766,0.21416732338493782
0.2574302554130554,0.21040309362643422
0.26824069023132324,0.1950580949941335
0.25635117292404175,0.22551863464865657
0.2655985355377197,0.23557787859913748
0.2756791114807129,0.29194601106912604
0.2935935854911804,0.25767506105010013
0.292709618806839,0.25089212732801597
0.2994195818901062,0.24019436006862188
0.3040892779827118,0.24276095330418174
0.3197692632675171,0.2330255325201676
0.3285929262638092,0.254964834740017
0.3307977020740509,0.277698655058406
0.321054071187973,0.2817947525549242
0.3442796468734741,0.2852176518317819
0.34429022669792175,0.3180820332713406
0.3457143306732178,0.3241276142593476
0.3782491385936737,0.34433410319161756
0.3581615686416626,0.3067605842642223
0.3806777596473694,0.3376490168351664
0.3746476471424103,0.3268824953050424
0.3781796097755432,0.3870703232077934
0.40003007650375366,0.4133094140885561
0.40031421184539795,0.40225761647050745
0.42221927642822266,0.43825401073593256
0.4248684048652649,0.446952183731744
0.4255431294441223,0.4552152622847026
0.4325946271419525,0.4566245757642166
0.4418565332889557,0.49781582971012256
0.4458586871623993,0.4677614945579624
0.45365235209465027,0.4508168192746736
0.46447187662124634,0.44644041966475073
0.45831620693206787,0.44544660779147655
0.4762783944606781,0.45039167547848097
0.474880576133728,0.48532822583457674
0.476113885641098,0.4423664456003226
0.4878250062465668,0.42898187587900033
0.4887807369232178,0.47962917511611264
0.4957771599292755,0.45744618542786125
0.5011485815048218,0.4494414135240142
0.4995875060558319,0.48726445652527156
0.5220967531204224,0.45319251996040893
0.520710289478302,0.46454714687326876
0.5216555595397949,0.43354334263585176
0.5291344523429871,0.47224295895141627
0.5269756317138672,0.5101831050407892
0.541912853717804,0.5399239359138939
0.5458327531814575,0.5144372597143276
0.5362778902053833,0.4951065285618392
0.5380452275276184,0.4994258999453242
0.540698766708374,0.4779401207893788
0.5528162717819214,0.48635776699861527
0.5388770699501038,0.5060352595547606
0.561431348323822,0.5142972977436846
0.5526062250137329,0.47172714117971554
0.565796971321106,0.4811386382361484
0.5576599836349487,0.475450243863272
0.5570997595787048,0.49169269020077305
0.5547563433647156,0.51117506659065
0.5600072741508484,0.5007163435884039
0.5611229538917542,0.49513395473991323
0.5645166039466858,0.48892463972098893
0.5698987245559692,0.4606147442253025
0.563331663608551,0.49118259034108497
0.5615779757499695,0.47900063288263034
0.558279812335968,0.4919123185671021
0.5727488398551941,0.4390690019190278
0.5654537677764893,0.43785967822176525
0.565165638923645,0.4311404765534313
0.5603580474853516,0.4522301862504782
0.5713211297988892,0.4654395534261074
0.5598911046981812,0.4697046870436064
0.5630106329917908,0.5003841409245213
0.5633072853088379,0.4838815918028359
0.5661325454711914,0.509739474892215
0.5672406554222107,0.5474600660821438
0.565758228302002,0.5449456418377638
0.5562704205513,0.5468836967997852
0.5637724995613098,0.5354178716084927
0.5701679587364197,0.5716672949954926
0.5502790212631226,0.5858096367637797
0.553451418876648,0.5896426021394863
0.5648101568222046,0.5990069820169692
0.5481612682342529,0.6070758295493603
0.5396623611450195,0.6045125536822995
0.5613861083984375,0.5808752039554437
0.5514437556266785,0.5601893384936658
0.5421941876411438,0.6157421210434206
0.5420872569084167,0.6001697896090288
0.5277703404426575,0.5920548343639471
0.5246728658676147,0.5734898754374489
0.5412947535514832,0.5660042282529938
0.5288700461387634,0.5790710517176114
0.52256178855896,0.5919549376370845
0.527892529964447,0.6005462103826111
0.5233734250068665,0.6084440803548992
0.5270770192146301,0.5930824727877737
0.5076542496681213,0.5724944779299634
0.5128162503242493,0.5711864243267022
0.518868088722229,0.5767455734632605
0.48980578780174255,0.5679938125753867
