W
87104.00235165424
87965.73251952002
85388.6433695801
87294.02785156168
87780.922016581
86250.5456096079
87284.5378841333
84969.33713269599
83922.10472406821
82878.98884829729
80993.76490009612
84430.67409665315
81545.28787935064
84398.7005397399
81609.26152343747
80688.2609485196
79474.97533366285
79152.19940001187
79917.51618157052
79667.35882812584
80313.31441844853
78461.95154664811
77181.00612880885
79944.1880401231
79168.13081054584
78940.73547868697
79823.37905785121
80892.97201622554
80782.41418401871
80248.61707358496
79684.26835252548
80709.46161459334
82355.63235606918
84874.3977919295
85211.24539061332
85532.6612696832
89775.66504845713
89445.96648068471
90276.93194997426
91128.48076823332
93970.95365898273
96863.19739585
93912.18666263476
95611.5630025184
97416.75404947334
100577.1118763064
101739.66873205213
100172.55440267084
102863.71808130301
109334.58587474113
117907.84258310734
119853.98838357325
120709.81333984913
122146.23156459445
123744.33573567668
127461.3298176247
130558.09826332664
137728.11508252632
143616.84927425504
144964.26543782395
146672.14405722296
151307.2673871631
150654.58178945034
154818.81578545494
158432.13826171667
157862.80960277788
160357.7014603003
163091.00436055224
165058.02306094803
163749.91872395837
164551.3185692532
166014.64277050918
163614.31541579278
161767.68640572563
160122.90860677086
162609.053161951
160979.98901041667
158939.78862678268
156614.3375120985
160677.5662890625
157165.00463041876
162441.16405737054
160644.6677734375
164516.00839429948
163424.3151041667
163740.26883041245
164450.85327067605
167982.52541666664
165204.28813061933
168009.3011988085
168044.06565464984
159496.33985025663
158605.79528522282
151052.2388392857
149756.91003945182
145512.82390559072
144227.73106060605
148310.1359375
144378.58071157095
139729.48505434784
137842.4044934933
140672.98622255068
148966.94328125
150972.6086409396
160211.7055976431
160960.95828125
164226.21791107382
163129.98074894515
165081.42848958337
161591.95049452866
169246.53945443145
166056.95401337792
159855.42567567568
168476.64833333335
166340.41089527027
173996.39614583337
172241.80157817726
171865.21359427608
173981.30229166665
169776.3357421875
168777.3211610487
170923.92192708337
173131.60708333337
163983.84781461148
164190.37109375
160644.73515886287
162564.09906355222
159762.756875
159417.79286317568
157987.16730689368
154787.89793771046
158604.49107142858
160400.43109375
160438.13550464527
157022.59946518455
154447.219375
149627.20043285473
156894.4367659396
155316.16487249164
144974.44354413176
137340.62739583335
142990.0622360642
135412.47941054514
141494.69654947918
137549.12226430976
140543.91390625
139086.66769067798
134949.46421875333
138402.34811351172
139840.29087752526
139812.04106770668
137721.54994791668
140906.50703125
139922.71249471622
133624.82052293938
124757.73281251248
129580.34292903387
124815.90086570608
124513.23684896338
124525.48690107332
122823.62665162414
125675.80334596295
127479.34911455672
129490.85065106994
118111.79374476428
122435.14648436998
116969.71707213756
111048.43071371193
120194.56453126665
112296.7304162953
112965.66540406061
110361.82203127332
116360.63823128285
120166.06601295642
115482.06858223824
121296.22038639193
115602.3931510334
113336.51072254026
116695.58410847161
106675.15869140832
110454.20763831078
109855.25903647332
102227.28961303693
104433.34818060065
106424.1233594166
103192.18834741024
104848.56145833666
106397.24007811995
107762.69557734233
102663.91468751666
98342.17679687336
103513.18014899157
92613.52959835906
95496.15749999668
88197.36779453383
93264.45017247157
87212.25318770237
94348.54074034566
91302.81085938332
89000.96277884171
92572.19799480664
90011.74921083504
91263.43519294633
97447.4424479042
89452.18977321405
87786.88096496617
92721.79093749668
91065.69005208666
89645.35629732998
95607.72783852337
96579.7890625201
98520.78611635356
93473.68776040668
96642.453996
93939.92431311413
95403.71722004586
94272.10305685904
88752.98264476172
91280.1517448133
89411.04209780064
87919.63754737037
91099.37981768664
102653.56022681938
90710.12645162838
98091.26124999329
91690.72978711074
87246.69279572484
91936.4998047125
91220.77809346461
85479.52804689668
90301.92341146334
86990.77517947298
85439.14025919062
88454.64544275329
83249.65365469488
88752.52132814332
87063.64723557858
85142.75654558786
89259.37190104336
84553.61891992892
84996.26291559597
85889.57114580003
85774.59104968794
86841.48645307742
85428.65445314
87520.94332671237
85132.74950189932
85406.91184895668
88871.5926678716
84031.90156250332
87243.38389094282
85527.32591639241
86812.55815101336
88104.24174330769
84237.43552048986
86859.8765104333
85595.75886118451
84860.66670149166
89188.41878147318
83851.56582946646
85706.47307293669
83952.95312500339
87605.91984376336
85983.52750788654
84189.30494965437
83628.66096356662
82657.9615951279
83564.89031143482
82392.12350567448
80693.50655413758
79195.56762122076
85267.70072314868
79259.09083332999
85356.7778567037
82300.62957698655
81204.05592449581
84757.87528936363
81688.88045302684
86507.81017453513
88322.73763238307
89350.01398436002
85049.06057976764
85873.52813024163
83728.5864061934
83808.21326014189
87656.37052083333
84716.45914062338
83420.34808300837
84470.09797085567
84487.5634114234
85883.77317446799
86383.449297406
81053.75669271997
86420.03639735452
82892.86087939871
84034.02630209997
79458.94166669998
83211.39539194235
80730.8921666254
82470.73844401253
81026.83048449329
81348.21017207432
76238.65638020665
79895.57297760538
76331.94578757432
83258.05554688329
80253.61312500332
80979.05677262157
81416.75883837712
79143.03710937336
80920.24950521662
79899.32041179236
80412.33808725503
79916.13549478665
79656.4310416933
78386.4986758407
80224.44259510034
76692.16960938001
82645.2832626983
84046.78480114476
90670.0877083167
91209.738650777
92356.48907817397
92528.4176106792
92074.73599044408
96870.53911458334
91767.0893194228
95295.28433318734
97966.90653742474
95547.83512209762
103368.1185937533
95406.3382601014
97456.54671877
94747.63756791977
